Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,17:33:50,-0.2,-1.8,15.2,89.11
2017-01-25,17:33:51,-0.2,-2.3,15.1,85.93
2017-01-25,17:33:52,0.2,-1.8,15.1,86.6
2017-01-25,17:33:53,-0.2,-2.3,15.0,85.93
2017-01-25,17:33:54,0.2,-2.3,15.0,83.5
2017-01-25,17:33:55,-0.2,-2.3,15.0,85.93
2017-01-25,17:33:56,-0.2,-1.8,15.1,89.11
2017-01-25,17:33:57,0.2,-1.8,15.1,86.6
2017-01-25,17:34:04,-0.2,-2.3,15.1,85.93
2017-01-25,17:34:05,0.2,-2.3,15.1,83.5
2017-01-25,17:34:06,-0.2,-1.9,15.1,88.47
2017-01-25,17:34:07,0.2,-1.9,15.1,85.97
2017-01-25,17:34:08,0.2,-1.9,15.1,85.97
2017-01-25,17:34:09,-0.2,-1.9,15.1,88.47
2017-01-25,17:34:10,-0.2,-1.9,15.2,88.47
2017-01-25,17:34:11,-0.2,-2.3,15.2,85.93
2017-01-25,17:34:12,-0.2,-1.9,15.2,88.47
2017-01-25,17:34:13,0.1,-1.9,15.1,86.59
2017-01-25,17:34:14,-0.2,-2.3,15.1,85.93
2017-01-25,17:34:15,0.2,-2.3,15.1,83.5
2017-01-25,17:34:16,-0.2,-2.3,15.1,85.93
2017-01-25,17:34:17,-0.2,-2.3,15.0,85.93
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
2017-01-26,11:44:14,-0.2,-3.2,18.3,80.45
