Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,16:41:50,-10.3,-12.8,6.7,82.11
2017-01-25,16:41:51,-10.3,-11.8,6.8,88.9
2017-01-25,16:41:52,-9.9,-11.8,6.8,86.17
2017-01-25,16:41:53,-9.9,-11.8,6.9,86.17
2017-01-25,16:45:14,-10.4,-11.9,6.2,88.89
2017-01-25,16:45:15,-10.0,-11.9,6.2,86.16
2017-01-25,16:45:16,-10.4,-12.9,6.1,82.1
2017-01-25,16:45:17,-10.4,-12.9,6.2,82.1
2017-01-25,16:45:18,-10.0,-12.9,6.1,79.57
2017-01-25,16:45:19,-10.0,-11.9,6.2,86.16
2017-01-25,16:45:20,-10.0,-12.9,6.1,79.57
2017-01-25,16:45:21,-10.4,-11.9,6.2,88.89
2017-01-25,16:45:22,-10.0,-12.9,6.1,79.57
2017-01-25,16:45:23,-10.4,-12.9,6.2,82.1
2017-01-25,16:45:24,-10.0,-12.9,6.1,79.57
2017-01-25,16:45:25,-10.4,-11.9,6.2,88.89
2017-01-25,16:45:26,-10.4,-11.9,6.2,88.89
2017-01-25,16:45:27,-10.0,-12.9,6.2,79.57
2017-01-25,16:45:28,-10.0,-12.9,6.1,79.57
2017-01-25,16:45:29,-10.4,-12.9,6.1,82.1
2017-01-25,16:45:30,-10.4,-11.9,6.1,88.89
2017-01-25,16:45:31,-10.0,-12.9,6.1,79.57
2017-01-25,16:45:50,-10.0,-12.9,6.3,79.57
2017-01-25,16:45:51,-10.4,-11.9,6.3,88.89
2017-01-25,16:45:52,-10.4,-12.9,6.2,82.1
2017-01-25,16:45:53,-10.0,-12.9,6.3,79.57
2017-01-25,16:45:54,-10.0,-12.9,6.3,79.57
2017-01-25,16:45:55,-10.4,-11.9,6.3,88.89
2017-01-25,16:45:56,-10.4,-11.9,6.3,88.89
2017-01-25,16:45:57,-10.0,-12.9,6.3,79.57
2017-01-25,16:45:58,-10.4,-11.9,6.3,88.89
2017-01-25,16:45:59,-10.4,-11.9,6.3,88.89
2017-01-25,16:46:00,-10.0,-12.9,6.3,79.57
2017-01-25,16:46:01,-10.0,-12.9,6.3,79.57
2017-01-25,16:46:02,-10.4,-11.9,6.3,88.89
2017-01-25,16:46:03,-10.4,-11.9,6.4,88.89
2017-01-25,16:46:04,-10.0,-11.9,6.3,86.16
2017-01-25,16:46:05,-10.4,-12.9,6.3,82.1
2017-01-25,16:46:06,-3.1,-12.9,6.3,47.13
2017-01-25,16:46:07,-10.4,-12.9,6.3,82.1
2017-01-25,16:46:08,-10.4,-11.9,6.3,88.89
2017-01-25,16:46:09,-10.0,-11.9,6.4,86.16
2017-01-25,16:46:10,-10.4,-12.9,6.4,82.1
2017-01-25,16:46:11,-10.0,-12.9,6.5,79.57
2017-01-25,16:46:12,-10.4,-12.9,6.5,82.1
2017-01-25,16:46:13,-10.4,-11.9,6.5,88.89
2017-01-25,16:46:14,-10.4,-11.9,6.5,88.89
2017-01-25,16:46:15,-10.0,-12.9,6.5,79.57
2017-01-25,16:46:16,-10.0,-11.9,6.5,86.16
2017-01-25,16:46:17,-10.4,-12.9,6.5,82.1
2017-01-25,16:46:18,-10.4,-12.9,6.4,82.1
2017-01-25,16:46:19,-10.0,-12.9,6.5,79.57
2017-01-25,16:46:20,-10.0,-12.9,6.5,79.57
2017-01-25,16:46:21,-10.0,-12.9,6.6,79.57
2017-01-25,16:46:22,-10.0,-11.9,6.6,86.16
2017-01-25,16:46:23,-10.0,-11.9,6.7,86.16
2017-01-25,16:46:24,-10.0,-11.9,6.7,86.16
2017-01-25,16:46:25,-10.0,-12.9,6.8,79.57
2017-01-25,16:46:26,-10.0,-12.9,6.7,79.57
2017-01-25,16:46:27,-10.4,-12.9,6.8,82.1
2017-01-25,16:46:28,-10.4,-12.9,6.8,82.1
2017-01-25,16:46:29,-10.4,-12.0,6.8,88.19
2017-01-25,16:46:30,-10.4,-12.0,6.7,88.19
2017-01-25,16:46:31,-10.4,-12.9,6.8,82.1
2017-01-25,16:46:32,-10.4,-12.9,6.7,82.1
2017-01-25,16:46:33,-10.0,-12.0,6.7,85.48
2017-01-25,16:46:34,-10.0,-12.9,6.7,79.57
2017-01-25,16:46:35,-10.4,-12.0,6.7,88.19
2017-01-25,16:46:36,-10.4,-12.0,6.6,88.19
2017-01-25,16:46:37,-10.4,-12.0,6.6,88.19
2017-01-25,16:46:38,-10.4,-12.0,6.6,88.19
2017-01-25,16:46:39,-10.4,-12.0,6.6,88.19
2017-01-25,16:46:40,-10.4,-12.9,6.5,82.1
2017-01-25,16:46:41,-10.0,-12.9,6.5,79.57
2017-01-25,16:46:42,-10.0,-12.0,6.4,85.48
2017-01-25,16:46:43,-10.0,-12.0,6.5,85.48
2017-01-25,16:46:44,-10.0,-12.0,6.5,85.48
2017-01-25,16:46:45,-10.0,-12.9,6.6,79.57
2017-01-25,16:46:46,-10.4,-12.9,6.5,82.1
2017-01-25,16:46:47,-10.0,-12.0,6.6,85.48
2017-01-25,16:46:48,-10.0,-12.0,6.5,85.48
2017-01-25,16:46:49,-10.0,-12.9,6.5,79.57
2017-01-25,16:46:50,-10.4,-12.0,6.4,88.19
2017-01-25,16:46:51,-10.0,-12.0,6.5,85.48
2017-01-25,16:46:52,-10.0,-12.0,6.4,85.48
2017-01-25,16:46:53,-10.0,-12.9,6.5,79.57
2017-01-25,16:46:54,-10.4,-12.0,6.5,88.19
2017-01-25,16:46:55,-2.6,-12.0,6.6,48.82
2017-01-25,16:46:56,-10.0,-12.9,6.5,79.57
2017-01-25,16:46:57,-10.0,-12.0,6.5,85.48
2017-01-25,16:46:58,-10.0,-12.9,6.4,79.57
2017-01-25,16:46:59,-10.4,-12.0,6.4,88.19
2017-01-25,16:47:00,-10.0,-12.9,6.4,79.57
2017-01-25,16:47:01,-10.0,-12.9,6.4,79.57
2017-01-25,16:47:02,-10.0,-12.9,6.4,79.57
2017-01-25,16:47:03,-10.0,-12.0,6.4,85.48
2017-01-25,16:47:04,-10.0,-12.0,6.4,85.48
2017-01-25,16:47:05,-10.4,-12.9,6.4,82.1
2017-01-25,16:47:06,-10.0,-12.9,6.4,79.57
2017-01-25,16:47:07,-10.0,-12.0,6.4,85.48
2017-01-25,16:47:08,-10.4,-12.0,6.3,88.19
2017-01-25,16:47:09,-10.4,-12.9,6.4,82.1
2017-01-25,16:47:10,-10.0,-12.9,6.3,79.57
