Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,16:37:17,8.0,4.1,9.4,76.63
2017-01-25,16:37:18,8.0,4.1,9.4,76.63
2017-01-25,16:37:19,8.0,4.1,9.3,76.63
2017-01-25,16:37:26,7.4,3.8,9.5,78.16
2017-01-25,16:37:27,8.0,4.1,9.4,76.63
2017-01-25,16:37:28,7.4,3.8,9.5,78.16
2017-01-25,16:37:29,8.0,4.1,9.4,76.63
2017-01-25,16:41:50,7.2,4.0,7.4,80.33
2017-01-25,16:41:51,7.2,4.0,7.4,80.33
2017-01-25,16:41:52,7.8,3.7,7.4,75.54
2017-01-25,16:41:53,7.2,4.0,7.5,80.33
2017-01-25,16:45:14,7.1,3.8,6.8,79.76
2017-01-25,16:45:15,7.1,3.8,6.7,79.76
2017-01-25,16:45:16,7.1,3.8,6.7,79.76
2017-01-25,16:45:17,7.1,3.8,6.6,79.76
2017-01-25,16:45:18,7.1,3.5,6.7,78.11
2017-01-25,16:45:19,7.7,3.8,6.6,76.59
2017-01-25,16:45:20,7.7,3.5,6.7,75.0
2017-01-25,16:45:21,7.1,3.5,6.6,78.11
2017-01-25,16:45:22,7.1,3.8,6.6,79.76
2017-01-25,16:45:23,7.1,3.8,6.5,79.76
2017-01-25,16:45:24,7.1,3.8,6.6,79.76
2017-01-25,16:45:25,7.7,3.5,6.5,75.0
2017-01-25,16:45:26,2.3,3.5,6.5,108.73
2017-01-25,16:45:27,7.7,3.8,6.4,76.59
2017-01-25,16:45:28,7.1,3.5,6.4,78.11
2017-01-25,16:45:29,7.7,3.5,6.4,75.0
2017-01-25,16:45:30,7.7,3.8,6.5,76.59
2017-01-25,16:45:31,7.1,3.8,6.5,79.76
2017-01-25,16:45:49,7.7,3.8,6.4,76.59
2017-01-25,16:45:50,7.7,3.5,6.4,75.0
2017-01-25,16:45:51,7.0,3.8,6.3,80.3
2017-01-25,16:45:52,7.7,3.8,6.4,76.59
2017-01-25,16:45:53,7.0,3.5,6.4,78.64
2017-01-25,16:45:54,7.7,3.8,6.4,76.59
2017-01-25,16:45:55,7.7,3.8,6.4,76.59
2017-01-25,16:45:56,7.0,3.8,6.5,80.3
2017-01-25,16:45:57,7.0,3.5,6.4,78.64
2017-01-25,16:45:58,7.7,3.8,6.4,76.59
2017-01-25,16:45:59,7.0,3.8,6.4,80.3
2017-01-25,16:46:00,7.7,3.5,6.5,75.0
2017-01-25,16:46:01,7.0,3.8,6.4,80.3
2017-01-25,16:46:02,7.7,3.5,6.5,75.0
2017-01-25,16:46:03,7.7,3.5,6.5,75.0
2017-01-25,16:46:04,7.7,3.8,6.5,76.59
2017-01-25,16:46:05,7.0,3.8,6.5,80.3
2017-01-25,16:46:06,7.7,3.5,6.5,75.0
2017-01-25,16:46:07,7.0,3.8,6.5,80.3
2017-01-25,16:46:08,7.7,3.5,6.6,75.0
2017-01-25,16:46:09,7.0,3.5,6.5,78.64
2017-01-25,16:46:10,7.7,3.8,6.5,76.59
2017-01-25,16:46:11,7.0,3.8,6.4,80.3
2017-01-25,16:46:12,7.7,3.8,6.5,76.59
2017-01-25,16:46:13,7.7,3.8,6.4,76.59
2017-01-25,16:46:14,7.0,3.5,6.4,78.64
2017-01-25,16:46:15,7.0,3.8,6.4,80.3
2017-01-25,16:46:16,7.0,3.8,6.4,80.3
2017-01-25,16:46:17,7.0,3.5,6.3,78.64
2017-01-25,16:46:18,7.7,3.8,6.4,76.59
2017-01-25,16:46:19,7.0,3.5,6.4,78.64
2017-01-25,16:46:20,7.0,3.8,6.4,80.3
2017-01-25,16:46:21,7.7,3.5,6.3,75.0
2017-01-25,16:46:22,7.0,3.5,6.4,78.64
2017-01-25,16:46:23,7.0,3.5,6.3,78.64
2017-01-25,16:46:24,7.0,3.8,6.3,80.3
2017-01-25,16:46:25,7.7,3.8,6.3,76.59
2017-01-25,16:46:26,7.0,3.5,6.4,78.64
2017-01-25,16:46:27,7.0,3.8,6.4,80.3
2017-01-25,16:46:28,7.7,3.8,6.5,76.59
2017-01-25,16:46:29,7.7,3.5,6.4,75.0
2017-01-25,16:46:30,7.0,3.8,6.5,80.3
2017-01-25,16:46:31,7.0,3.8,6.4,80.3
2017-01-25,16:46:32,7.0,3.5,6.4,78.64
2017-01-25,16:46:33,7.7,3.8,6.3,76.59
2017-01-25,16:46:59,7.6,3.5,6.2,75.51
2017-01-25,16:47:00,7.0,3.8,6.2,80.3
2017-01-25,16:47:01,7.0,3.8,6.1,80.3
2017-01-25,16:47:02,7.0,3.5,6.2,78.64
2017-01-25,16:47:03,7.0,3.5,6.2,78.64
2017-01-25,16:47:04,7.6,3.8,6.2,77.11
2017-01-25,16:47:05,7.6,3.8,6.1,77.11
2017-01-25,16:47:06,7.6,3.8,6.1,77.11
2017-01-25,16:47:07,7.0,3.5,6.1,78.64
2017-01-25,16:47:08,7.0,3.5,6.2,78.64
2017-01-25,16:47:09,7.0,3.8,6.1,80.3
2017-01-25,16:47:10,7.6,3.5,6.2,75.51
