Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,17:31:00,0.7,-3.8,17.7,72.17
2017-01-25,17:31:01,1.3,-3.8,17.7,69.15
2017-01-25,17:31:02,0.7,-3.8,17.7,72.17
2017-01-25,17:31:03,0.7,-4.7,17.7,67.5
2017-01-25,17:31:04,0.7,-4.7,17.7,67.5
2017-01-25,17:31:05,1.3,-4.7,17.8,64.67
2017-01-25,17:31:06,1.3,-3.8,17.8,69.15
2017-01-25,17:31:07,0.7,-3.8,17.8,72.17
2017-01-25,17:31:08,0.7,-3.8,17.7,72.17
2017-01-25,17:31:09,0.7,-4.7,17.8,67.5
2017-01-25,17:31:10,0.7,-3.8,17.7,72.17
2017-01-25,17:31:11,0.7,-3.8,17.8,72.17
2017-01-25,17:31:12,1.3,-4.7,17.8,64.67
2017-01-25,17:31:13,0.7,-4.7,17.8,67.5
2017-01-25,17:31:14,0.7,-4.7,17.7,67.5
2017-01-25,17:31:15,1.3,-4.7,17.8,64.67
2017-01-25,17:31:16,1.3,-4.7,17.8,64.67
2017-01-25,17:31:17,0.7,-4.7,17.8,67.5
2017-01-25,17:31:18,0.5,-4.7,17.8,68.47
2017-01-25,17:31:19,0.7,-4.7,17.8,67.5
2017-01-25,17:31:20,1.3,-4.7,17.7,64.67
2017-01-25,17:31:21,1.3,-3.8,17.8,69.15
2017-01-25,17:31:22,0.7,-4.7,17.8,67.5
2017-01-25,17:31:23,1.3,-4.7,17.8,64.67
2017-01-25,17:31:24,0.7,-3.8,17.8,72.17
2017-01-25,17:31:25,0.7,-3.8,17.8,72.17
2017-01-25,17:31:26,1.3,-4.7,17.8,64.67
2017-01-25,17:31:27,1.3,-3.8,17.8,69.15
2017-01-25,17:31:28,1.3,-3.8,17.7,69.15
2017-01-25,17:31:29,0.2,-3.8,17.8,74.79
2017-01-25,17:31:30,0.6,-3.8,17.7,72.68
2017-01-25,17:31:31,1.3,-3.8,17.7,69.15
2017-01-25,17:31:32,0.6,-3.8,17.7,72.68
2017-01-25,17:31:33,1.3,-4.7,17.8,64.67
2017-01-25,17:31:34,0.6,-4.7,17.7,67.98
2017-01-25,17:31:35,0.6,-4.7,17.7,67.98
2017-01-25,17:31:36,1.3,-3.8,17.6,69.15
2017-01-25,17:31:37,0.6,-3.8,17.7,72.68
2017-01-25,17:31:38,1.3,-3.8,17.7,69.15
2017-01-25,17:31:39,1.3,-3.8,17.8,69.15
2017-01-25,17:31:40,1.3,-4.7,17.8,64.67
2017-01-25,17:31:41,1.3,-4.7,17.9,64.67
2017-01-25,17:31:42,1.3,-3.8,17.8,69.15
