Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,17:31:00,0.3,-2.6,12.5,81.11
2017-01-25,17:31:01,0.8,-1.9,12.5,82.37
2017-01-25,17:31:02,0.8,-2.6,12.5,78.27
2017-01-25,17:31:03,0.3,-2.6,12.5,81.11
2017-01-25,17:31:04,0.8,-2.6,12.6,78.27
2017-01-25,17:31:05,0.8,-1.9,12.6,82.37
2017-01-25,17:31:06,0.3,-2.6,12.6,81.11
2017-01-25,17:31:07,0.3,-1.9,12.6,85.36
2017-01-25,17:31:08,0.8,-1.9,12.7,82.37
2017-01-25,17:31:09,0.3,-1.9,12.7,85.36
2017-01-25,17:31:10,0.8,-2.6,12.8,78.27
2017-01-25,17:31:11,0.8,-1.9,12.8,82.37
2017-01-25,17:31:12,0.8,-1.9,12.9,82.37
2017-01-25,17:31:13,0.3,-2.6,13.0,81.11
2017-01-25,17:31:14,0.3,-1.9,12.9,85.36
2017-01-25,17:31:15,0.8,-1.9,13.0,82.37
2017-01-25,17:31:16,0.3,-1.9,12.9,85.36
2017-01-25,17:31:17,0.3,-2.6,12.8,81.11
2017-01-25,17:31:18,0.3,-1.9,12.8,85.36
2017-01-25,17:31:19,0.8,-2.6,12.8,78.27
2017-01-25,17:31:20,0.8,-1.9,12.8,82.37
2017-01-25,17:31:21,0.3,-1.9,12.8,85.36
2017-01-25,17:31:22,0.3,-2.6,12.8,81.11
2017-01-25,17:31:23,0.3,-1.9,12.8,85.36
2017-01-25,17:31:24,0.3,-2.6,12.9,81.11
2017-01-25,17:31:25,0.8,-2.6,13.0,78.27
2017-01-25,17:31:26,0.8,-1.9,12.9,82.37
2017-01-25,17:31:27,0.1,-2.6,12.8,82.28
2017-01-25,17:31:28,0.3,-1.9,12.8,85.36
2017-01-25,17:31:29,0.3,-1.9,12.8,85.36
2017-01-25,17:31:30,0.8,-1.9,12.9,82.37
2017-01-25,17:31:31,0.8,-2.6,13.0,78.27
2017-01-25,17:31:32,0.3,-2.6,12.9,81.11
2017-01-25,17:31:33,0.8,-2.6,12.8,78.27
2017-01-25,17:31:34,0.8,-1.9,12.8,82.37
2017-01-25,17:31:35,0.3,-1.9,12.7,85.36
2017-01-25,17:31:36,0.3,-1.9,12.7,85.36
2017-01-25,17:31:37,0.3,-1.9,12.6,85.36
2017-01-25,17:31:38,0.3,-1.9,12.6,85.36
2017-01-25,17:31:39,0.3,-2.6,12.5,81.11
2017-01-25,17:31:40,0.8,-2.6,12.5,78.27
2017-01-25,17:31:41,0.8,-1.9,12.4,82.37
2017-01-25,17:31:42,0.8,-2.7,12.4,77.7
2017-01-25,17:31:43,0.3,-1.9,12.3,85.36
2017-01-25,17:31:44,0.8,-2.7,12.4,77.7
2017-01-25,17:31:45,0.3,-2.3,12.4,82.91
2017-01-25,17:31:46,0.8,-2.7,12.4,77.7
2017-01-25,17:31:47,0.8,-2.7,12.3,77.7
2017-01-25,17:31:48,0.3,-1.9,12.2,85.36
2017-01-25,17:31:49,0.3,-2.7,12.3,80.52
2017-01-25,17:31:50,0.8,-1.9,12.4,82.37
2017-01-25,17:31:51,0.3,-1.9,12.3,85.36
2017-01-25,17:31:52,0.8,-1.9,12.2,82.37
2017-01-25,17:31:53,0.3,-1.9,12.3,85.36
2017-01-25,17:31:54,0.8,-1.9,12.4,82.37
2017-01-25,17:31:55,0.3,-1.9,12.3,85.36
2017-01-25,17:31:56,0.3,-1.9,12.4,85.36
2017-01-25,17:31:57,0.8,-1.9,12.3,82.37
2017-01-25,17:31:58,0.8,-1.9,12.4,82.37
2017-01-25,17:31:59,0.8,-1.9,12.4,82.37
2017-01-25,17:32:00,0.8,-2.7,12.5,77.7
2017-01-25,17:32:01,0.3,-1.9,12.4,85.36
2017-01-25,17:32:02,0.3,-1.9,12.4,85.36
2017-01-25,17:32:03,0.3,-1.9,12.3,85.36
2017-01-25,17:32:04,0.3,-2.7,12.4,80.52
