Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,17:30:59,2.5,-3.0,25.8,67.39
2017-01-25,17:31:00,3.0,-3.0,25.9,65.06
2017-01-25,17:31:01,2.5,-3.0,25.8,67.39
2017-01-25,17:31:02,2.5,-3.0,25.9,67.39
2017-01-25,17:31:03,3.0,-2.6,25.8,67.0
2017-01-25,17:31:04,2.5,-2.6,25.9,69.4
2017-01-25,17:31:05,2.5,-2.6,25.8,69.4
2017-01-25,17:31:06,3.0,-2.6,25.9,67.0
2017-01-25,17:31:07,3.0,-2.6,25.9,67.0
2017-01-25,17:31:08,2.5,-2.6,26.0,69.4
2017-01-25,17:31:09,2.5,-3.0,25.9,67.39
2017-01-25,17:31:10,2.5,-3.0,25.9,67.39
2017-01-25,17:31:11,2.5,-3.0,25.8,67.39
2017-01-25,17:31:12,2.5,-2.6,25.8,69.4
2017-01-25,17:31:13,3.0,-2.6,25.8,67.0
2017-01-25,17:31:14,3.0,-3.0,25.8,65.06
2017-01-25,17:31:15,2.5,-3.0,25.7,67.39
2017-01-25,17:31:16,2.5,-3.0,25.6,67.39
2017-01-25,17:31:17,2.5,-2.6,25.6,69.4
2017-01-25,17:31:18,3.0,-3.0,25.6,65.06
2017-01-25,17:31:19,3.0,-3.0,25.6,65.06
2017-01-25,17:31:20,2.5,-3.0,25.6,67.39
2017-01-25,17:31:21,2.5,-3.0,25.7,67.39
2017-01-25,17:31:22,2.5,-2.6,25.8,69.4
2017-01-25,17:31:23,2.5,-3.0,25.8,67.39
2017-01-25,17:31:24,2.5,-3.1,25.9,66.89
2017-01-25,17:31:25,2.5,-2.6,25.8,69.4
2017-01-25,17:31:26,3.0,-2.6,25.9,67.0
2017-01-25,17:31:27,3.0,-2.6,25.8,67.0
2017-01-25,17:31:28,2.5,-2.6,25.9,69.4
2017-01-25,17:31:29,2.5,-2.6,25.8,69.4
2017-01-25,17:31:30,3.0,-2.6,25.9,67.0
2017-01-25,17:31:31,2.5,-2.6,25.9,69.4
2017-01-25,17:31:32,3.0,-3.1,25.9,64.58
2017-01-25,17:31:33,2.5,-3.1,25.8,66.89
2017-01-25,17:31:34,3.0,-2.6,25.8,67.0
2017-01-25,17:31:35,3.0,-3.1,25.7,64.58
2017-01-25,17:31:36,2.5,-3.1,25.8,66.89
2017-01-25,17:31:37,3.0,-2.6,25.8,67.0
2017-01-25,17:31:38,2.5,-2.6,25.9,69.4
2017-01-25,17:31:39,3.0,-2.6,25.9,67.0
2017-01-25,17:31:40,3.0,-3.1,25.9,64.58
2017-01-25,17:31:41,2.5,-3.1,25.8,66.89
2017-01-25,17:31:42,3.0,-2.6,25.8,67.0
2017-01-25,17:31:43,3.0,-3.1,25.8,64.58
2017-01-25,17:31:44,2.5,-2.6,25.8,69.4
2017-01-25,17:31:45,3.0,-3.1,25.8,64.58
2017-01-25,17:31:46,3.0,-3.1,25.9,64.58
2017-01-25,17:31:47,3.0,-3.1,25.9,64.58
2017-01-25,17:31:48,2.5,-2.6,26.0,69.4
2017-01-25,17:31:49,3.0,-2.6,26.0,67.0
2017-01-25,17:31:50,2.5,-3.1,26.1,66.89
2017-01-25,17:31:51,2.5,-3.1,26.0,66.89
2017-01-25,17:31:52,2.5,-2.6,26.0,69.4
2017-01-25,17:31:53,2.5,-3.1,25.9,66.89
2017-01-25,17:31:54,2.5,-2.6,26.0,69.4
2017-01-25,17:31:55,3.0,-3.1,25.9,64.58
2017-01-25,17:31:56,2.5,-2.6,25.9,69.4
2017-01-25,17:31:57,3.0,-3.1,25.8,64.58
2017-01-25,17:31:58,2.5,-3.1,25.8,66.89
2017-01-25,17:31:59,2.5,-3.1,25.8,66.89
2017-01-25,17:32:00,3.0,-3.1,25.8,64.58
2017-01-25,17:32:01,3.0,-2.6,25.8,67.0
2017-01-25,17:32:02,2.5,-2.6,25.9,69.4
2017-01-25,17:32:03,2.5,-3.1,25.8,66.89
2017-01-25,17:32:04,2.5,-3.1,25.9,66.89
2017-01-25,17:32:05,3.0,-3.1,25.8,64.58
2017-01-25,17:32:06,2.5,-3.1,25.8,66.89
2017-01-25,17:32:07,3.0,-2.6,25.7,67.0
2017-01-25,17:32:08,2.5,-3.1,25.6,66.89
2017-01-25,17:32:09,3.0,-2.6,25.7,67.0
2017-01-25,17:32:10,2.5,-3.1,25.8,66.89
2017-01-25,17:32:11,2.5,-3.1,25.7,66.89
2017-01-25,17:32:12,2.5,-3.1,25.6,66.89
