Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,17:30:59,5.6,0.0,13.8,67.55
2017-01-25,17:31:00,4.8,0.0,13.9,71.38
2017-01-25,17:31:01,5.6,0.0,13.9,67.55
2017-01-25,17:31:02,5.5,0.0,14.0,68.02
2017-01-25,17:31:03,4.8,0.0,14.0,71.38
2017-01-25,17:31:04,4.8,0.0,14.0,71.38
2017-01-25,17:31:05,5.5,0.0,14.0,68.02
2017-01-25,17:31:06,5.5,0.0,14.1,68.02
2017-01-25,17:31:07,5.5,0.7,14.0,71.51
2017-01-25,17:31:08,4.8,0.0,14.0,71.38
2017-01-25,17:31:09,5.5,0.0,13.9,68.02
2017-01-25,17:31:10,4.8,0.0,13.9,71.38
2017-01-25,17:31:11,5.5,0.7,13.8,71.51
2017-01-25,17:31:12,4.8,0.7,13.8,75.05
2017-01-25,17:31:13,5.5,0.7,13.8,71.51
2017-01-25,17:31:14,5.5,0.7,13.8,71.51
2017-01-25,17:31:15,5.5,0.7,13.8,71.51
2017-01-25,17:31:16,4.8,0.0,13.9,71.38
2017-01-25,17:31:17,4.8,0.0,13.9,71.38
2017-01-25,17:31:18,5.5,0.0,14.0,68.02
2017-01-25,17:31:19,5.5,0.0,14.0,68.02
2017-01-25,17:31:20,5.5,0.0,14.1,68.02
2017-01-25,17:31:21,5.5,0.7,14.1,71.51
2017-01-25,17:31:22,4.8,0.7,14.2,75.05
2017-01-25,17:31:23,4.8,0.0,14.1,71.38
2017-01-25,17:31:24,4.8,0.0,14.1,71.38
2017-01-25,17:31:25,4.8,0.0,14.1,71.38
2017-01-25,17:31:26,4.8,0.0,14.1,71.38
2017-01-25,17:31:27,5.5,0.0,14.1,68.02
2017-01-25,17:31:28,4.8,0.0,14.2,71.38
2017-01-25,17:31:29,4.8,0.0,14.1,71.38
2017-01-25,17:31:30,4.8,0.0,14.1,71.38
2017-01-25,17:31:31,5.5,0.7,14.1,71.51
2017-01-25,17:31:32,4.7,0.0,14.2,71.88
2017-01-25,17:31:33,5.5,0.0,14.2,68.02
2017-01-25,17:31:34,4.7,0.0,14.3,71.88
2017-01-25,17:31:35,4.7,0.7,14.3,75.57
2017-01-25,17:31:36,5.5,0.0,14.3,68.02
2017-01-25,17:31:37,4.7,0.7,14.2,75.57
2017-01-25,17:31:38,5.5,0.7,14.2,71.51
2017-01-25,17:31:39,5.5,0.0,14.1,68.02
2017-01-25,17:31:40,5.5,0.0,14.1,68.02
2017-01-25,17:31:41,5.5,0.7,14.0,71.51
2017-01-25,17:31:42,5.5,0.0,14.0,68.02
2017-01-25,17:31:43,5.5,0.0,13.9,68.02
2017-01-25,17:31:44,5.5,0.7,14.0,71.51
2017-01-25,17:31:45,4.7,0.7,13.9,75.57
2017-01-25,17:31:46,5.5,-0.1,14.0,67.53
2017-01-25,17:31:47,5.5,-0.1,14.0,67.53
2017-01-25,17:31:48,4.7,-0.1,14.0,71.36
2017-01-25,17:31:49,5.5,0.7,13.9,71.51
2017-01-25,17:31:50,5.5,0.7,13.9,71.51
2017-01-25,17:31:51,4.7,-0.1,13.9,71.36
2017-01-25,17:31:52,4.7,-0.1,13.9,71.36
2017-01-25,17:31:53,5.5,-0.1,13.8,67.53
2017-01-25,17:31:54,4.7,-0.1,13.8,71.36
2017-01-25,17:31:55,4.7,0.7,13.8,75.57
2017-01-25,17:31:56,5.5,0.7,13.8,71.51
2017-01-25,17:31:57,4.7,-0.1,13.8,71.36
2017-01-25,17:31:58,4.7,-0.1,13.8,71.36
2017-01-25,17:31:59,4.7,0.7,13.7,75.57
2017-01-25,17:32:00,5.5,-0.1,13.8,67.53
2017-01-25,17:32:01,5.5,0.7,13.7,71.51
2017-01-25,17:32:02,4.7,-0.1,13.6,71.36
2017-01-25,17:32:03,4.7,0.7,13.7,75.57
2017-01-25,17:32:04,4.7,-0.1,13.6,71.36
2017-01-25,17:32:05,5.5,-0.1,13.7,67.53
2017-01-25,17:32:06,4.7,-0.1,13.6,71.36
2017-01-25,17:32:07,5.5,0.7,13.7,71.51
2017-01-25,17:32:08,5.5,-0.1,13.6,67.53
2017-01-25,17:32:09,5.5,0.7,13.7,71.51
2017-01-25,17:32:10,5.5,0.7,13.8,71.51
