Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,1.0,-0.8,5.9
2017-01-24,11:12:33,0.9,-0.9,6.0
2017-01-24,11:12:34,0.9,-0.9,5.9
2017-01-24,11:12:35,1.0,-0.8,5.9
2017-01-24,11:12:36,1.0,-0.8,5.9
2017-01-24,11:12:37,1.0,-0.8,5.9
2017-01-24,11:12:38,1.0,-0.9,5.9
2017-01-24,11:12:39,1.0,-0.9,5.9
2017-01-24,11:12:40,1.0,-0.9,5.9
2017-01-24,11:12:41,1.0,-0.8,6.0
2017-01-24,11:12:42,0.9,-0.9,5.9
2017-01-24,11:12:43,0.9,-0.8,5.9
2017-01-24,11:12:44,0.9,-0.8,5.9
2017-01-24,11:12:45,1.0,-0.9,6.0
2017-01-24,11:12:46,1.0,-0.8,6.1
2017-01-24,11:12:47,0.9,-0.9,6.2
2017-01-24,11:12:48,1.0,-0.9,6.1
2017-01-24,11:12:49,1.0,-0.8,6.0
2017-01-24,11:12:50,1.0,-0.8,6.1
2017-01-24,11:12:51,1.0,-0.9,6.0
2017-01-24,11:12:52,1.0,-0.8,5.9
2017-01-24,11:12:53,0.9,-0.9,5.9
2017-01-24,11:12:54,0.9,-0.8,5.9
2017-01-24,11:12:55,0.9,-0.9,6.0
2017-01-24,11:12:56,1.0,-0.8,5.9
2017-01-24,11:12:57,0.9,-0.8,5.9
2017-01-24,11:12:58,1.0,-0.8,5.9
2017-01-24,11:12:59,1.0,-0.8,5.9
2017-01-24,11:13:00,0.9,-0.8,5.8
2017-01-24,11:13:01,1.0,-0.9,5.9
2017-01-24,11:13:02,1.0,-0.8,5.8
2017-01-24,11:13:03,0.9,-0.8,5.7
2017-01-24,11:13:04,0.9,-0.8,5.8
2017-01-24,11:13:05,0.9,-0.9,5.9
2017-01-24,11:13:06,1.0,-0.9,5.8
2017-01-24,11:13:07,1.0,-0.9,5.9
2017-01-24,11:13:08,1.0,-0.9,5.8
2017-01-24,11:13:09,0.9,-0.8,5.9
2017-01-24,11:13:10,0.9,-0.8,5.9
2017-01-24,11:13:11,0.9,-0.8,6.0
2017-01-24,11:13:12,0.9,-0.8,6.1
2017-01-24,11:13:13,0.9,-0.8,6.0
2017-01-24,11:13:14,1.0,-0.9,6.1
2017-01-24,11:13:15,0.9,-0.8,6.2
2017-01-24,11:13:16,0.9,-0.9,6.2
2017-01-24,11:13:17,0.9,-0.9,6.3
2017-01-24,11:13:18,1.0,-0.9,6.2
2017-01-24,11:13:19,0.9,-0.8,6.2
2017-01-24,11:13:20,1.0,-0.9,6.2
2017-01-24,11:13:21,0.9,-0.9,6.3
2017-01-24,11:13:22,1.0,-0.8,6.4
2017-01-24,11:13:23,1.0,-0.9,6.3
2017-01-24,11:13:24,1.0,-0.9,6.2
2017-01-24,11:13:25,0.9,-0.9,6.2
2017-01-24,11:13:26,0.9,-0.8,6.2
2017-01-24,11:13:27,1.0,-0.9,6.2
2017-01-24,11:13:28,0.9,-0.8,6.1
2017-01-24,11:13:29,0.9,-0.9,6.0
2017-01-24,11:13:30,1.0,-0.8,5.9
2017-01-24,11:13:31,0.9,-0.8,5.9
2017-01-24,11:13:32,1.0,-0.9,5.9
2017-01-24,11:13:33,1.0,-0.8,5.9
2017-01-24,11:13:34,1.0,-0.9,5.8
2017-01-24,11:13:35,1.0,-0.9,5.7
