Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-0.7,-4.8,9.3
2017-01-24,11:12:33,-0.6,-4.8,9.4
2017-01-24,11:12:34,-0.6,-4.2,9.4
2017-01-24,11:12:35,-0.7,-4.8,9.4
2017-01-24,11:12:36,-0.7,-4.8,9.3
2017-01-24,11:12:37,-0.7,-4.2,9.4
2017-01-24,11:12:38,-0.7,-4.8,9.3
2017-01-24,11:12:39,-0.6,-4.8,9.4
2017-01-24,11:12:40,-0.7,-4.2,9.3
2017-01-24,11:12:41,-0.6,-4.8,9.2
2017-01-24,11:12:42,-0.7,-4.8,9.3
2017-01-24,11:12:43,-0.7,-4.8,9.2
2017-01-24,11:12:44,-0.6,-4.2,9.2
2017-01-24,11:12:45,-0.7,-4.8,9.1
2017-01-24,11:12:46,-0.7,-4.2,9.2
2017-01-24,11:12:47,-0.7,-4.2,9.2
2017-01-24,11:12:48,-0.7,-4.8,9.2
2017-01-24,11:12:49,-0.7,-4.8,9.2
2017-01-24,11:12:50,-0.6,-4.2,9.3
2017-01-24,11:12:51,-0.7,-4.2,9.2
2017-01-24,11:12:52,-0.6,-4.8,9.3
2017-01-24,11:12:53,-0.7,-4.8,9.2
2017-01-24,11:12:54,-0.7,-4.8,9.3
2017-01-24,11:12:55,-0.6,-4.2,9.4
2017-01-24,11:12:56,-0.7,-4.2,9.4
2017-01-24,11:12:57,-0.7,-4.2,9.4
2017-01-24,11:12:58,-0.6,-4.2,9.3
2017-01-24,11:12:59,-0.6,-4.2,9.4
2017-01-24,11:13:00,-0.7,-4.2,9.4
2017-01-24,11:13:01,-0.6,-4.8,9.5
2017-01-24,11:13:02,-0.6,-4.2,9.5
2017-01-24,11:13:03,-0.7,-4.8,9.5
2017-01-24,11:13:04,-0.6,-4.8,9.4
2017-01-24,11:13:05,-0.6,-4.8,9.4
2017-01-24,11:13:06,-0.7,-4.2,9.3
2017-01-24,11:13:07,-0.7,-4.2,9.4
2017-01-24,11:13:08,-0.7,-4.8,9.3
2017-01-24,11:13:09,-0.7,-4.2,9.4
2017-01-24,11:13:10,-0.6,-4.2,9.3
2017-01-24,11:13:11,-0.7,-4.8,9.4
2017-01-24,11:13:12,-0.6,-4.2,9.4
2017-01-24,11:13:13,-0.6,-4.8,9.4
2017-01-24,11:13:14,-0.6,-4.8,9.4
2017-01-24,11:13:15,-0.7,-4.8,9.5
2017-01-24,11:13:16,-0.6,-4.8,9.5
2017-01-24,11:13:17,-0.6,-4.2,9.6
2017-01-24,11:13:18,-0.6,-4.8,9.5
2017-01-24,11:13:19,-0.7,-4.8,9.5
2017-01-24,11:13:20,-0.6,-4.2,9.4
2017-01-24,11:13:21,-0.7,-4.8,9.4
2017-01-24,11:13:22,-0.7,-4.2,9.4
2017-01-24,11:13:23,-0.7,-4.8,9.5
2017-01-24,11:13:24,-0.7,-4.8,9.4
2017-01-24,11:13:25,-0.6,-4.8,9.5
2017-01-24,11:13:26,-0.7,-4.2,9.4
2017-01-24,11:13:27,-0.6,-4.8,9.4
2017-01-24,11:13:28,-0.7,-4.2,9.4
2017-01-24,11:13:29,-0.6,-4.8,9.5
2017-01-24,11:13:30,-0.6,-4.2,9.4
2017-01-24,11:13:31,-0.6,-4.8,9.5
2017-01-24,11:13:32,-0.7,-4.8,9.4
2017-01-24,11:13:33,-0.2,-4.2,9.5
2017-01-24,11:13:34,-0.6,-4.8,9.5
2017-01-24,11:13:35,-0.6,-4.8,9.5
2017-01-24,11:13:36,-0.7,-4.8,9.4
2017-01-24,11:13:37,-0.7,-4.2,9.4
2017-01-24,11:13:38,-0.6,-4.2,9.4
2017-01-24,11:13:39,-0.6,-4.8,9.5
2017-01-24,11:13:40,-0.6,-4.8,9.5
2017-01-24,11:13:41,-0.7,-4.8,9.5
2017-01-24,11:13:42,-0.6,-4.2,9.4
2017-01-24,11:13:43,-0.7,-4.8,9.5
2017-01-24,11:13:44,-0.7,-4.2,9.5
2017-01-24,11:13:45,-0.7,-4.2,9.6
2017-01-24,11:13:46,-0.6,-4.8,9.5
2017-01-24,11:13:47,-0.6,-4.8,9.5
2017-01-24,11:13:48,-0.6,-4.2,9.5
2017-01-24,11:13:49,-0.7,-4.2,9.6
2017-01-24,11:13:50,-0.6,-4.8,9.6
2017-01-24,11:13:51,-0.7,-4.8,9.6
2017-01-24,11:13:52,-0.7,-4.2,9.6
2017-01-24,11:13:53,-0.6,-4.2,9.6
2017-01-24,11:13:54,-0.7,-4.2,9.6
2017-01-24,11:13:55,-0.7,-4.8,9.6
2017-01-24,11:13:56,-0.7,-4.2,9.6
2017-01-24,11:13:57,-0.6,-4.2,9.6
2017-01-24,11:13:58,-0.7,-4.8,9.5
2017-01-24,11:13:59,-0.6,-4.2,9.6
2017-01-24,11:14:00,-0.6,-4.2,9.6
2017-01-24,11:14:01,-0.7,-4.8,9.6
2017-01-24,11:14:02,-0.6,-4.2,9.5
2017-01-24,11:14:03,-0.6,-4.8,9.6
2017-01-24,11:14:04,-0.6,-4.2,9.6
2017-01-24,11:14:05,-0.7,-4.8,9.6
2017-01-24,11:14:06,-0.6,-4.8,9.5
2017-01-24,11:14:07,-0.7,-4.2,9.5
2017-01-24,11:14:08,-0.7,-4.8,9.4
2017-01-24,11:14:09,-0.6,-4.8,9.5
2017-01-24,11:14:10,-0.7,-4.2,9.4
2017-01-24,11:14:11,-0.6,-4.2,9.4
2017-01-24,11:14:12,-0.7,-4.2,9.4
2017-01-24,11:14:13,-0.7,-4.8,9.5
2017-01-24,11:14:14,-0.6,-4.2,9.4
2017-01-24,11:14:15,-0.7,-4.2,9.4
2017-01-24,11:14:16,-0.7,-4.2,9.3
2017-01-24,11:14:17,-0.7,-4.8,9.4
2017-01-24,11:14:18,-0.7,-4.2,9.3
2017-01-24,11:14:19,-0.7,-4.8,9.4
2017-01-24,11:14:20,-0.6,-4.2,9.4
2017-01-24,11:14:21,-0.7,-4.2,9.5
2017-01-24,11:14:22,-0.6,-4.8,9.4
2017-01-24,11:14:23,-0.7,-4.8,9.4
2017-01-24,11:14:24,-0.7,-4.2,9.3
2017-01-24,11:14:25,-0.6,-4.2,9.4
2017-01-24,11:14:26,-0.6,-4.2,9.4
2017-01-24,11:14:27,-0.7,-4.8,9.5
2017-01-24,11:14:28,-0.7,-4.2,9.4
2017-01-24,11:14:29,-0.7,-4.2,9.4
2017-01-24,11:14:30,-0.6,-4.8,9.4
2017-01-24,11:14:31,-0.7,-4.8,9.5
