Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:33,-1.8,-2.3,0.4
2017-01-24,11:12:34,-2.0,-2.3,0.5
2017-01-24,11:12:35,-1.8,-2.5,0.4
2017-01-24,11:12:36,-1.8,-2.5,0.4
2017-01-24,11:12:37,-1.8,-2.5,0.4
2017-01-24,11:12:38,-1.8,-2.3,0.4
2017-01-24,11:12:39,-2.0,-2.5,0.4
2017-01-24,11:12:40,-2.0,-2.5,0.4
2017-01-24,11:12:41,-1.8,-2.3,0.4
2017-01-24,11:12:42,-2.0,-2.3,0.4
2017-01-24,11:12:43,-2.0,-2.3,0.4
2017-01-24,11:12:44,-2.0,-2.5,0.5
2017-01-24,11:12:45,-2.0,-2.5,0.5
2017-01-24,11:12:46,-1.8,-2.5,0.5
2017-01-24,11:12:47,-1.8,-2.5,0.4
2017-01-24,11:12:48,-2.0,-2.5,0.4
2017-01-24,11:12:49,-1.8,-2.3,0.4
2017-01-24,11:12:50,-2.0,-2.5,0.5
2017-01-24,11:12:51,-2.0,-2.5,0.4
2017-01-24,11:12:52,-1.8,-2.3,0.4
2017-01-24,11:12:53,-1.8,-2.5,0.3
2017-01-24,11:12:54,-2.0,-2.3,0.3
2017-01-24,11:12:55,-2.0,-2.3,0.3
2017-01-24,11:12:56,-1.8,-2.5,0.4
2017-01-24,11:12:57,-2.0,-2.5,0.3
2017-01-24,11:12:58,-2.0,-2.5,0.4
2017-01-24,11:12:59,-2.0,-2.5,0.4
2017-01-24,11:13:00,-1.8,-2.5,0.4
2017-01-24,11:13:01,-2.0,-2.3,0.3
2017-01-24,11:13:02,-2.0,-2.5,0.4
2017-01-24,11:13:03,-1.8,-2.3,0.4
2017-01-24,11:13:04,-1.8,-2.5,0.5
2017-01-24,11:13:05,-2.0,-2.5,0.5
2017-01-24,11:13:06,-2.0,-2.3,0.6
2017-01-24,11:13:07,-1.8,-2.5,0.6
2017-01-24,11:13:08,-2.0,-2.5,0.6
2017-01-24,11:13:09,-2.0,-2.3,0.5
2017-01-24,11:13:10,-1.8,-2.3,0.6
2017-01-24,11:13:11,-1.8,-2.3,0.6
2017-01-24,11:13:12,-1.8,-2.5,0.7
2017-01-24,11:13:13,-2.0,-2.3,0.6
2017-01-24,11:13:14,-1.8,-2.3,0.6
2017-01-24,11:13:15,-1.8,-2.3,0.5
2017-01-24,11:13:16,-2.0,-2.3,0.5
2017-01-24,11:13:17,-2.0,-2.3,0.5
2017-01-24,11:13:18,-2.0,-2.5,0.5
2017-01-24,11:13:19,-1.8,-2.5,0.4
2017-01-24,11:13:20,-1.8,-2.5,0.5
2017-01-24,11:13:21,-2.0,-2.5,0.4
2017-01-24,11:13:22,-1.8,-2.5,0.4
2017-01-24,11:13:23,-2.0,-2.3,0.4
2017-01-24,11:13:24,-1.8,-2.5,0.5
2017-01-24,11:13:25,-1.8,-2.3,0.4
2017-01-24,11:13:26,-1.8,-2.3,0.4
2017-01-24,11:13:27,-1.8,-2.3,0.4
2017-01-24,11:13:28,-2.0,-2.3,0.4
2017-01-24,11:13:29,-1.8,-2.3,0.4
2017-01-24,11:13:30,-2.0,-2.3,0.5
2017-01-24,11:13:31,-2.0,-2.3,0.5
2017-01-24,11:13:32,-2.0,-2.5,0.6
2017-01-24,11:13:33,-1.8,-2.3,0.6
2017-01-24,11:13:34,-2.0,-2.3,0.6
2017-01-24,11:13:35,-1.8,-2.5,0.5
2017-01-24,11:13:36,-1.8,-2.3,0.6
2017-01-24,11:13:37,-1.8,-2.5,0.5
2017-01-24,11:13:38,-2.0,-2.3,0.5
2017-01-24,11:13:39,-1.8,-2.3,0.4
2017-01-24,11:13:40,-1.8,-2.5,0.4
2017-01-24,11:13:41,-2.0,-2.3,0.4
2017-01-24,11:13:42,-1.8,-2.3,0.4
2017-01-24,11:13:43,-2.0,-2.3,0.3
2017-01-24,11:13:44,-2.0,-2.3,0.4
2017-01-24,11:13:45,-2.0,-2.3,0.4
2017-01-24,11:13:46,-1.8,-2.3,0.5
2017-01-24,11:13:47,-2.0,-2.3,0.4
2017-01-24,11:13:48,-1.8,-2.3,0.4
2017-01-24,11:13:49,-1.8,-2.5,0.3
2017-01-24,11:13:50,-1.8,-2.5,0.3
2017-01-24,11:13:51,-1.8,-2.3,0.3
2017-01-24,11:13:52,-1.8,-2.3,0.4
2017-01-24,11:13:53,-1.9,-2.3,0.3
2017-01-24,11:13:54,-1.8,-2.3,0.3
2017-01-24,11:13:55,-1.8,-2.3,0.2
2017-01-24,11:13:56,-0.7,-2.3,0.3
