Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-24,12:52:45,-1.5,-3.9,18.1,83.90964700735208
2017-01-24,12:52:46,-1.6,-3.9,18.2,84.5200882419697
2017-01-24,12:52:47,-1.6,-3.9,18.1,84.5200882419697
2017-01-24,12:52:48,-1.5,-4.3,18.1,81.46102106454369
2017-01-24,12:52:49,-1.5,-4.3,18.0,81.46102106454369
2017-01-24,12:52:50,-1.6,-3.9,18.1,84.5200882419697
2017-01-24,12:52:51,-1.5,-3.9,18.1,83.90964700735208
2017-01-24,12:52:52,-1.6,-3.9,18.2,84.5200882419697
2017-01-24,12:52:53,-1.5,-3.9,18.3,83.90964700735208
2017-01-24,12:52:54,-1.6,-3.9,18.2,84.5200882419697
2017-01-24,12:52:55,-1.5,-3.9,18.1,83.90964700735208
2017-01-24,12:52:56,-1.6,-3.9,18.1,84.5200882419697
2017-01-24,12:52:57,-1.5,-3.9,18.0,83.90964700735208
2017-01-24,12:52:58,-1.5,-3.9,18.0,83.90964700735208
2017-01-24,12:52:59,-1.5,-3.9,18.0,83.90964700735208
2017-01-24,12:53:00,-1.6,-3.9,18.1,84.5200882419697
2017-01-24,12:53:01,-1.5,-4.3,18.0,81.46102106454369
2017-01-24,12:53:02,-1.6,-4.3,18.1,82.05387347252676
2017-01-24,12:53:03,-1.5,-3.9,18.0,83.90964700735208
2017-01-24,12:53:04,-0.5,-4.3,18.1,75.78471709110619
2017-01-24,12:53:05,-1.5,-3.9,18.1,83.90964700735208
2017-01-24,12:53:06,-1.6,-3.9,18.1,84.5200882419697
2017-01-24,12:53:07,-1.6,-4.3,18.0,82.05387347252676
2017-01-24,12:53:08,-1.5,-3.9,18.0,83.90964700735208
2017-01-24,12:53:09,-1.5,-4.3,17.9,81.46102106454369
2017-01-24,12:53:10,-1.5,-4.3,17.9,81.46102106454369
2017-01-24,12:53:11,-1.5,-3.9,17.9,83.90964700735208
2017-01-24,12:53:12,-1.6,-4.3,18.0,82.05387347252676
2017-01-24,12:53:13,-1.5,-4.3,17.9,81.46102106454369
2017-01-24,12:53:14,-1.5,-3.9,18.0,83.90964700735208
2017-01-24,12:53:15,-1.5,-4.3,18.0,81.46102106454369
2017-01-24,12:53:16,-1.5,-4.3,18.1,81.46102106454369
