Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-24,12:52:46,-2.7,-6.2,9.1,77.1271453822718
2017-01-24,12:52:47,-2.9,-5.5,9.1,82.49425663749881
2017-01-24,12:52:48,-2.7,-5.5,9.2,81.29440346954667
2017-01-24,12:52:49,-2.7,-5.5,9.2,81.29440346954667
2017-01-24,12:52:50,-2.7,-6.2,9.2,77.1271453822718
2017-01-24,12:52:51,-2.9,-6.2,9.1,78.2662663664141
2017-01-24,12:52:52,-2.9,-5.5,9.2,82.49425663749881
2017-01-24,12:52:53,-2.7,-5.5,9.2,81.29440346954667
2017-01-24,12:52:54,-2.9,-5.5,9.2,82.49425663749881
2017-01-24,12:52:55,-2.7,-5.5,9.2,81.29440346954667
2017-01-24,12:52:56,-2.7,-6.2,9.2,77.1271453822718
2017-01-24,12:52:57,-2.7,-5.5,9.2,81.29440346954667
2017-01-24,12:52:58,-2.9,-6.2,9.3,78.2662663664141
2017-01-24,12:52:59,-2.9,-6.2,9.3,78.2662663664141
2017-01-24,12:53:00,-2.9,-5.5,9.3,82.49425663749881
2017-01-24,12:53:01,-2.9,-6.2,9.3,78.2662663664141
2017-01-24,12:53:02,-2.7,-5.5,9.3,81.29440346954667
2017-01-24,12:53:03,-2.7,-5.5,9.2,81.29440346954667
2017-01-24,12:53:04,-2.7,-6.2,9.3,77.1271453822718
2017-01-24,12:53:05,-2.7,-6.2,9.3,77.1271453822718
2017-01-24,12:53:06,-2.7,-6.2,9.3,77.1271453822718
2017-01-24,12:53:07,-2.9,-6.2,9.2,78.2662663664141
2017-01-24,12:53:08,-2.7,-5.5,9.3,81.29440346954667
2017-01-24,12:53:09,-2.7,-6.2,9.3,77.1271453822718
2017-01-24,12:53:10,-2.9,-6.2,9.3,78.2662663664141
2017-01-24,12:53:11,-2.7,-6.2,9.3,77.1271453822718
2017-01-24,12:53:12,-2.7,-5.5,9.4,81.29440346954667
2017-01-24,12:53:13,-2.9,-6.2,9.3,78.2662663664141
2017-01-24,12:53:14,-2.9,-6.2,9.3,78.2662663664141
2017-01-24,12:53:15,-2.7,-5.5,9.2,81.29440346954667
2017-01-24,12:53:16,-2.7,-6.2,9.3,77.1271453822718
2017-01-24,12:53:17,-2.9,-5.5,9.3,82.49425663749881
2017-01-24,12:53:18,-2.9,-6.2,9.3,78.2662663664141
2017-01-24,12:53:19,-2.7,-6.2,9.3,77.1271453822718
2017-01-24,12:53:20,-2.7,-6.2,9.4,77.1271453822718
2017-01-24,12:53:21,-2.7,-5.5,9.3,81.29440346954667
