Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-24,12:52:46,-3.5,-6.0,14.7,83.03715993907012
2017-01-24,12:52:47,-3.5,-6.0,14.7,83.03715993907012
2017-01-24,12:52:48,-3.5,-6.0,14.8,83.03715993907012
2017-01-24,12:52:49,-3.5,-6.0,14.9,83.03715993907012
2017-01-24,12:52:50,-3.5,-6.0,14.8,83.03715993907012
2017-01-24,12:52:51,-3.3,-6.0,14.7,81.82356816982049
2017-01-24,12:52:52,-3.5,-6.0,14.7,83.03715993907012
2017-01-24,12:52:53,-3.3,-6.0,14.7,81.82356816982049
2017-01-24,12:52:54,-3.3,-6.0,14.7,81.82356816982049
2017-01-24,12:52:55,-3.5,-6.7,14.7,78.76414156717303
2017-01-24,12:52:56,-3.5,-6.0,14.7,83.03715993907012
2017-01-24,12:52:57,-3.3,-6.7,14.7,77.61222635676101
2017-01-24,12:52:58,-3.3,-6.7,14.8,77.61222635676101
2017-01-24,12:52:59,-3.3,-6.0,14.7,81.82356816982049
2017-01-24,12:53:00,-3.3,-6.7,14.7,77.61222635676101
2017-01-24,12:53:01,-3.3,-6.7,14.6,77.61222635676101
2017-01-24,12:53:02,-3.5,-6.0,14.7,83.03715993907012
2017-01-24,12:53:03,-3.5,-6.7,14.7,78.76414156717303
2017-01-24,12:53:04,-3.3,-6.0,14.7,81.82356816982049
2017-01-24,12:53:05,-3.5,-6.7,14.6,78.76414156717303
2017-01-24,12:53:06,-3.5,-6.7,14.6,78.76414156717303
2017-01-24,12:53:07,-3.3,-6.0,14.5,81.82356816982049
2017-01-24,12:53:08,-3.3,-6.7,14.6,77.61222635676101
2017-01-24,12:53:09,-3.3,-6.0,14.6,81.82356816982049
2017-01-24,12:53:10,-3.3,-6.0,14.6,81.82356816982049
2017-01-24,12:53:11,-3.3,-6.7,14.6,77.61222635676101
2017-01-24,12:53:12,-3.5,-6.0,14.7,83.03715993907012
2017-01-24,12:53:13,-3.5,-6.0,14.7,83.03715993907012
2017-01-24,12:53:14,-3.5,-6.7,14.8,78.76414156717303
2017-01-24,12:53:15,-3.3,-6.0,14.7,81.82356816982049
2017-01-24,12:53:16,-3.3,-6.0,14.8,81.82356816982049
2017-01-24,12:53:17,-3.3,-6.7,14.9,77.61222635676101
2017-01-24,12:53:18,-3.3,-6.7,14.9,77.61222635676101
2017-01-24,12:53:19,-3.3,-6.0,15.0,81.82356816982049
2017-01-24,12:53:20,-3.5,-6.0,15.0,83.03715993907012
2017-01-24,12:53:21,-3.3,-6.0,15.0,81.82356816982049
2017-01-24,12:53:22,-3.5,-6.0,14.9,83.03715993907012
2017-01-24,12:53:23,-3.5,-6.0,15.0,83.03715993907012
2017-01-24,12:53:24,-3.3,-6.7,14.9,77.61222635676101
2017-01-24,12:53:25,-3.3,-6.0,14.9,81.82356816982049
2017-01-24,12:53:26,-3.3,-6.7,14.8,77.61222635676101
