Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-24,12:52:46,-0.5,-4.1,8.6,76.91739660402335
2017-01-24,12:52:47,-0.6,-4.7,8.6,74.0947970542064
2017-01-24,12:52:48,-0.5,-4.7,8.5,73.56306117643648
2017-01-24,12:52:49,-0.5,-4.1,8.6,76.91739660402335
2017-01-24,12:52:50,-0.5,-4.7,8.6,73.56306117643648
2017-01-24,12:52:51,-0.5,-4.7,8.7,73.56306117643648
2017-01-24,12:52:52,-0.6,-4.1,8.7,77.47305775565937
2017-01-24,12:52:53,-0.6,-4.1,8.8,77.47305775565937
2017-01-24,12:52:54,-0.1,-4.7,8.7,71.47767097434381
2017-01-24,12:52:55,-0.6,-4.1,8.8,77.47305775565937
2017-01-24,12:52:56,-0.6,-4.1,8.7,77.47305775565937
2017-01-24,12:52:57,-0.5,-4.1,8.8,76.91739660402335
2017-01-24,12:52:58,-0.6,-4.7,8.7,74.0947970542064
2017-01-24,12:52:59,-0.5,-4.1,8.7,76.91739660402335
2017-01-24,12:53:00,-0.5,-4.1,8.6,76.91739660402335
2017-01-24,12:53:01,-0.6,-4.1,8.7,77.47305775565937
2017-01-24,12:53:02,-0.5,-4.7,8.6,73.56306117643648
2017-01-24,12:53:03,-0.6,-4.7,8.7,74.0947970542064
2017-01-24,12:53:04,-0.5,-4.1,8.6,76.91739660402335
2017-01-24,12:53:05,-0.5,-4.1,8.6,76.91739660402335
2017-01-24,12:53:06,-0.5,-4.1,8.5,76.91739660402335
2017-01-24,12:53:07,-0.5,-4.7,8.5,73.56306117643648
2017-01-24,12:53:08,-0.5,-4.7,8.5,73.56306117643648
2017-01-24,12:53:09,-0.5,-4.7,8.6,73.56306117643648
2017-01-24,12:53:10,-0.5,-4.1,8.5,76.91739660402335
2017-01-24,12:53:11,-0.5,-4.1,8.5,76.91739660402335
2017-01-24,12:53:12,-0.6,-4.1,8.4,77.47305775565937
2017-01-24,12:53:13,-0.6,-4.1,8.3,77.47305775565937
2017-01-24,12:53:14,-0.6,-4.7,8.3,74.0947970542064
2017-01-24,12:53:15,-0.5,-4.7,8.3,73.56306117643648
2017-01-24,12:53:16,-0.5,-4.7,8.3,73.56306117643648
2017-01-24,12:53:17,-0.6,-4.7,8.2,74.0947970542064
2017-01-24,12:53:18,-0.6,-4.7,8.2,74.0947970542064
2017-01-24,12:53:19,-0.6,-4.1,8.2,77.47305775565937
2017-01-24,12:53:20,-0.5,-4.1,8.3,76.91739660402335
2017-01-24,12:53:21,-0.5,-4.7,8.3,73.56306117643648
2017-01-24,12:53:22,-0.6,-4.1,8.4,77.47305775565937
2017-01-24,12:53:23,-0.5,-4.1,8.5,76.91739660402335
2017-01-24,12:53:24,-0.5,-4.1,8.5,76.91739660402335
2017-01-24,12:53:25,-0.5,-4.7,8.6,73.56306117643648
2017-01-24,12:53:26,-0.6,-4.1,8.6,77.47305775565937
2017-01-24,12:53:27,-0.6,-4.1,8.6,77.47305775565937
2017-01-24,12:53:28,-0.5,-4.7,8.5,73.56306117643648
2017-01-24,12:53:29,-0.6,-4.7,8.5,74.0947970542064
2017-01-24,12:53:30,-0.5,-4.7,8.4,73.56306117643648
2017-01-24,12:53:31,-0.6,-4.7,8.5,74.0947970542064
2017-01-24,12:53:32,-0.6,-4.7,8.5,74.0947970542064
2017-01-24,12:53:33,-0.5,-4.1,8.6,76.91739660402335
2017-01-24,12:53:34,-0.6,-4.1,8.5,77.47305775565937
2017-01-24,12:53:35,-0.5,-4.1,8.5,76.91739660402335
2017-01-24,12:53:36,-0.6,-4.7,8.5,74.0947970542064
2017-01-24,12:53:37,-0.5,-4.7,8.5,73.56306117643648
2017-01-24,12:53:38,-0.5,-4.7,8.5,73.56306117643648
2017-01-24,12:53:39,-0.5,-4.1,8.5,76.91739660402335
2017-01-24,12:53:40,-0.5,-4.1,8.5,76.91739660402335
2017-01-24,12:53:41,-0.5,-4.7,8.5,73.56306117643648
2017-01-24,12:53:42,-0.5,-4.7,8.4,73.56306117643648
2017-01-24,12:53:43,-0.5,-4.7,8.3,73.56306117643648
2017-01-24,12:53:44,-0.5,-4.1,8.3,76.91739660402335
2017-01-24,12:53:45,-0.6,-4.7,8.3,74.0947970542064
2017-01-24,12:53:46,-0.5,-4.7,8.4,73.56306117643648
2017-01-24,12:53:47,-0.6,-4.1,8.5,77.47305775565937
2017-01-24,12:53:48,-0.5,-4.7,8.4,73.56306117643648
2017-01-24,12:53:49,-0.5,-4.1,8.3,76.91739660402335
2017-01-24,12:53:50,-0.6,-4.1,8.4,77.47305775565937
2017-01-24,12:53:51,-0.6,-4.7,8.5,74.0947970542064
