Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-24,12:52:45,1.1,-0.8,9.8,87.3131516986294
2017-01-24,12:52:46,1.0,-0.8,9.9,87.93483157997119
2017-01-24,12:52:47,1.0,-0.8,9.8,87.93483157997119
2017-01-24,12:52:48,1.0,-0.7,9.9,88.57002404264198
2017-01-24,12:52:49,1.0,-0.7,9.8,88.57002404264198
2017-01-24,12:52:50,1.0,-0.8,9.9,87.93483157997119
2017-01-24,12:52:51,1.0,-0.8,10.0,87.93483157997119
2017-01-24,12:52:52,1.1,-0.7,10.1,87.94391044346509
2017-01-24,12:52:53,1.1,-0.7,10.0,87.94391044346509
2017-01-24,12:52:54,1.0,-0.8,9.9,87.93483157997119
2017-01-24,12:52:55,1.0,-0.8,9.8,87.93483157997119
2017-01-24,12:52:56,1.1,-0.7,9.9,87.94391044346509
2017-01-24,12:52:57,1.1,-0.7,9.8,87.94391044346509
2017-01-24,12:52:58,1.0,-0.8,9.9,87.93483157997119
2017-01-24,12:52:59,1.1,-0.8,9.8,87.3131516986294
2017-01-24,12:53:01,1.1,-0.8,9.7,87.3131516986294
2017-01-24,12:53:02,1.1,-0.8,9.8,87.3131516986294
2017-01-24,12:53:03,1.1,-0.8,9.7,87.3131516986294
2017-01-24,12:53:04,1.0,-0.7,9.8,88.57002404264198
2017-01-24,12:53:05,1.0,-0.8,9.7,87.93483157997119
2017-01-24,12:53:06,1.1,-0.8,9.8,87.3131516986294
2017-01-24,12:53:07,1.1,-0.7,9.8,87.94391044346509
2017-01-24,12:53:08,1.0,-0.7,9.8,88.57002404264198
2017-01-24,12:53:09,1.0,-0.8,9.7,87.93483157997119
2017-01-24,12:53:10,1.0,-0.7,9.6,88.57002404264198
2017-01-24,12:53:11,1.1,-0.7,9.7,87.94391044346509
2017-01-24,12:53:12,1.0,-0.8,9.6,87.93483157997119
2017-01-24,12:53:13,1.0,-0.8,9.5,87.93483157997119
2017-01-24,12:53:14,1.1,-0.7,9.6,87.94391044346509
2017-01-24,12:53:15,1.1,-0.7,9.5,87.94391044346509
2017-01-24,12:53:16,1.0,-0.7,9.4,88.57002404264198
2017-01-24,12:53:17,1.1,-0.7,9.5,87.94391044346509
2017-01-24,12:53:18,1.0,-0.7,9.6,88.57002404264198
2017-01-24,12:53:19,1.0,-0.8,9.5,87.93483157997119
2017-01-24,12:53:20,1.0,-0.7,9.4,88.57002404264198
2017-01-24,12:53:21,1.1,-0.7,9.5,87.94391044346509
2017-01-24,12:53:22,1.0,-0.7,9.4,88.57002404264198
2017-01-24,12:53:23,1.1,-0.7,9.5,87.94391044346509
2017-01-24,12:53:24,1.1,-0.7,9.4,87.94391044346509
2017-01-24,12:53:25,1.0,-0.8,9.4,87.93483157997119
2017-01-24,12:53:26,1.1,-0.8,9.4,87.3131516986294
2017-01-24,12:53:27,1.0,-0.8,9.4,87.93483157997119
2017-01-24,12:53:28,1.0,-0.7,9.3,88.57002404264198
2017-01-24,12:53:29,1.0,-0.8,9.2,87.93483157997119
2017-01-24,12:53:30,1.0,-0.8,9.3,87.93483157997119
2017-01-24,12:53:31,1.1,-0.8,9.2,87.3131516986294
2017-01-24,12:53:32,1.0,-0.8,9.1,87.93483157997119
2017-01-24,12:53:33,1.1,-0.8,9.1,87.3131516986294
2017-01-24,12:53:34,1.1,-0.8,9.0,87.3131516986294
2017-01-24,12:53:35,1.0,-0.7,9.1,88.57002404264198
2017-01-24,12:53:36,1.1,-0.8,9.0,87.3131516986294
2017-01-24,12:53:37,1.0,-0.8,8.9,87.93483157997119
2017-01-24,12:53:38,1.1,-0.8,8.8,87.3131516986294
2017-01-24,12:53:39,1.0,-0.7,8.9,88.57002404264198
2017-01-24,12:53:40,1.0,-0.7,8.8,88.57002404264198
2017-01-24,12:53:41,1.1,-0.8,8.9,87.3131516986294
2017-01-24,12:53:42,1.1,-0.7,8.8,87.94391044346509
2017-01-24,12:53:43,1.0,-0.7,8.9,88.57002404264198
2017-01-24,12:53:44,1.0,-0.8,8.8,87.93483157997119
2017-01-24,12:53:45,1.1,-0.8,8.7,87.3131516986294
