Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-24,12:52:45,-1.9,-3.9,6.8,86.38090224669665
2017-01-24,12:52:46,-2.0,-4.5,6.9,83.22865383041606
2017-01-24,12:52:47,-2.0,-3.9,7.0,87.01114764468848
2017-01-24,12:52:48,-2.0,-3.9,6.9,87.01114764468848
2017-01-24,12:52:49,-1.9,-3.9,6.8,86.38090224669665
2017-01-24,12:52:50,-2.0,-3.9,6.9,87.01114764468848
2017-01-24,12:52:51,-1.9,-4.5,6.8,82.6254660061582
2017-01-24,12:52:52,-2.0,-3.9,6.9,87.01114764468848
2017-01-24,12:52:53,-2.0,-4.5,6.8,83.22865383041606
2017-01-24,12:52:54,-2.0,-4.5,6.9,83.22865383041606
2017-01-24,12:52:55,-2.0,-4.5,6.8,83.22865383041606
2017-01-24,12:52:56,-1.9,-3.9,6.8,86.38090224669665
2017-01-24,12:52:57,-2.0,-4.5,6.7,83.22865383041606
2017-01-24,12:52:58,-2.0,-4.5,6.7,83.22865383041606
2017-01-24,12:52:59,-2.0,-4.5,6.6,83.22865383041606
2017-01-24,12:53:00,-1.9,-3.9,6.5,86.38090224669665
2017-01-24,12:53:01,-2.0,-4.5,6.5,83.22865383041606
2017-01-24,12:53:02,-1.9,-4.5,6.5,82.6254660061582
2017-01-24,12:53:03,-1.9,-4.5,6.5,82.6254660061582
2017-01-24,12:53:04,-2.0,-4.5,6.5,83.22865383041606
2017-01-24,12:53:05,-1.9,-3.9,6.5,86.38090224669665
2017-01-24,12:53:06,-2.0,-4.5,6.5,83.22865383041606
2017-01-24,12:53:07,-1.9,-3.9,6.5,86.38090224669665
2017-01-24,12:53:08,-2.0,-3.9,6.4,87.01114764468848
2017-01-24,12:53:09,-2.0,-4.5,6.4,83.22865383041606
2017-01-24,12:53:10,-1.9,-3.9,6.3,86.38090224669665
2017-01-24,12:53:11,-2.0,-3.9,6.4,87.01114764468848
2017-01-24,12:53:12,-2.0,-4.5,6.4,83.22865383041606
2017-01-24,12:53:13,-2.0,-4.5,6.4,83.22865383041606
2017-01-24,12:53:14,-1.9,-3.9,6.4,86.38090224669665
2017-01-24,12:53:15,-2.0,-4.5,6.5,83.22865383041606
2017-01-24,12:53:16,-1.9,-3.9,6.4,86.38090224669665
2017-01-24,12:53:17,-2.0,-3.9,6.4,87.01114764468848
2017-01-24,12:53:18,-1.9,-3.9,6.4,86.38090224669665
2017-01-24,12:53:19,-2.0,-4.5,6.4,83.22865383041606
2017-01-24,12:53:20,-2.0,-3.9,6.3,87.01114764468848
2017-01-24,12:53:21,-1.9,-3.9,6.2,86.38090224669665
2017-01-24,12:53:22,-2.0,-3.9,6.3,87.01114764468848
2017-01-24,12:53:23,-2.0,-4.5,6.4,83.22865383041606
2017-01-24,12:53:24,-2.0,-4.5,6.3,83.22865383041606
2017-01-24,12:53:25,-1.9,-3.9,6.2,86.38090224669665
2017-01-24,12:53:26,-2.0,-4.5,6.2,83.22865383041606
2017-01-24,12:53:27,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:53:28,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:53:29,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:53:30,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:53:31,-2.0,-3.9,6.0,87.01114764468848
2017-01-24,12:53:32,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:53:33,-2.0,-3.9,5.9,87.01114764468848
2017-01-24,12:53:34,-2.0,-4.5,5.8,83.22865383041606
2017-01-24,12:53:35,-2.0,-4.5,5.9,83.22865383041606
2017-01-24,12:53:36,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:53:37,-1.9,-3.9,5.9,86.38090224669665
2017-01-24,12:53:38,-2.0,-4.5,5.9,83.22865383041606
2017-01-24,12:53:39,-1.9,-3.9,6.0,86.38090224669665
2017-01-24,12:53:40,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:53:41,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:53:42,-1.9,-3.9,6.1,86.38090224669665
2017-01-24,12:53:43,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:53:44,-1.9,-4.5,6.1,82.6254660061582
2017-01-24,12:53:45,-2.0,-3.9,6.0,87.01114764468848
2017-01-24,12:53:46,-2.0,-4.5,5.9,83.22865383041606
2017-01-24,12:53:47,-0.6,-4.5,5.9,75.20626811402505
2017-01-24,12:53:48,-2.0,-3.9,5.8,87.01114764468848
2017-01-24,12:53:49,-1.9,-4.5,5.8,82.6254660061582
2017-01-24,12:53:50,-2.0,-4.5,5.8,83.22865383041606
2017-01-24,12:53:51,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:53:52,-2.0,-4.5,5.9,83.22865383041606
2017-01-24,12:53:53,-2.0,-4.5,5.9,83.22865383041606
2017-01-24,12:53:54,-2.0,-3.9,5.8,87.01114764468848
2017-01-24,12:53:55,-2.0,-4.5,5.9,83.22865383041606
2017-01-24,12:53:56,-2.0,-3.9,5.9,87.01114764468848
2017-01-24,12:53:57,-2.0,-3.9,5.9,87.01114764468848
2017-01-24,12:53:58,-2.0,-3.9,5.9,87.01114764468848
2017-01-24,12:53:59,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:54:00,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:54:01,-1.9,-4.5,6.0,82.6254660061582
2017-01-24,12:54:02,-1.9,-3.9,5.9,86.38090224669665
2017-01-24,12:54:03,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:54:04,-1.9,-3.9,5.9,86.38090224669665
2017-01-24,12:54:05,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:54:06,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:54:07,-1.9,-3.9,6.0,86.38090224669665
2017-01-24,12:54:08,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:54:09,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:54:10,-1.9,-4.5,6.1,82.6254660061582
2017-01-24,12:54:11,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:54:12,-2.0,-3.9,5.9,87.01114764468848
2017-01-24,12:54:13,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:54:14,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:54:15,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:54:16,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:17,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:18,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:19,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:20,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:21,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:54:22,-2.0,-3.9,6.2,87.01114764468848
2017-01-24,12:54:23,-1.9,-3.9,6.2,86.38090224669665
2017-01-24,12:54:24,-2.0,-3.9,6.3,87.01114764468848
2017-01-24,12:54:25,-2.0,-4.5,6.2,83.22865383041606
2017-01-24,12:54:26,-1.9,-4.5,6.2,82.6254660061582
2017-01-24,12:54:27,-1.9,-4.5,6.2,82.6254660061582
2017-01-24,12:54:28,-2.0,-4.5,6.2,83.22865383041606
2017-01-24,12:54:29,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:54:30,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:31,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:32,-2.0,-4.5,6.2,83.22865383041606
2017-01-24,12:54:33,-0.5,-4.5,6.2,74.66665931071174
2017-01-24,12:54:34,-1.9,-3.9,6.2,86.38090224669665
2017-01-24,12:54:35,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:36,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:37,-1.9,-3.9,6.1,86.38090224669665
2017-01-24,12:54:38,-1.9,-3.9,6.1,86.38090224669665
2017-01-24,12:54:39,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:54:40,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:41,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:54:42,-1.9,-4.5,5.9,82.6254660061582
2017-01-24,12:54:43,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:54:44,-1.9,-4.5,6.1,82.6254660061582
2017-01-24,12:54:45,-1.9,-4.5,6.0,82.6254660061582
2017-01-24,12:54:46,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:54:47,-1.9,-3.9,6.1,86.38090224669665
2017-01-24,12:54:48,-1.9,-3.9,6.2,86.38090224669665
2017-01-24,12:54:49,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:54:50,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:54:51,-1.9,-3.9,6.0,86.38090224669665
2017-01-24,12:54:52,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:54:53,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:54:54,-1.9,-3.9,5.9,86.38090224669665
2017-01-24,12:54:55,-2.0,-3.9,5.9,87.01114764468848
2017-01-24,12:54:56,-2.0,-4.5,5.9,83.22865383041606
2017-01-24,12:54:57,-1.9,-4.5,6.0,82.6254660061582
2017-01-24,12:54:58,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:54:59,-1.9,-3.9,6.1,86.38090224669665
2017-01-24,12:55:00,-2.0,-3.9,6.2,87.01114764468848
2017-01-24,12:55:01,-1.9,-4.5,6.1,82.6254660061582
2017-01-24,12:55:02,-1.9,-3.9,6.2,86.38090224669665
2017-01-24,12:55:03,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:55:04,-1.9,-3.9,6.1,86.38090224669665
2017-01-24,12:55:05,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:55:06,-2.0,-4.5,6.1,83.22865383041606
2017-01-24,12:55:07,-1.9,-3.9,6.1,86.38090224669665
2017-01-24,12:55:08,-1.9,-4.5,6.1,82.6254660061582
2017-01-24,12:55:09,-2.0,-3.9,6.0,87.01114764468848
2017-01-24,12:55:10,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:55:11,-2.0,-4.5,6.0,83.22865383041606
2017-01-24,12:55:12,-1.9,-4.5,6.1,82.6254660061582
2017-01-24,12:55:13,-1.9,-3.9,6.1,86.38090224669665
2017-01-24,12:55:14,-1.9,-3.9,6.2,86.38090224669665
2017-01-24,12:55:15,-2.0,-3.9,6.2,87.01114764468848
2017-01-24,12:55:16,-1.9,-3.9,6.2,86.38090224669665
2017-01-24,12:55:17,-2.0,-3.9,6.1,87.01114764468848
2017-01-24,12:55:18,-1.9,-4.5,6.2,82.6254660061582
2017-01-24,12:55:19,-1.9,-4.5,6.1,82.6254660061582
2017-01-24,12:55:20,-1.9,-4.5,6.2,82.6254660061582
2017-01-24,12:55:21,-1.9,-4.5,6.2,82.6254660061582
2017-01-24,12:55:22,-2.0,-3.9,6.3,87.01114764468848
2017-01-24,12:55:23,-2.0,-4.5,6.4,83.22865383041606
2017-01-24,12:55:24,-2.0,-3.9,6.4,87.01114764468848
2017-01-24,12:55:25,-2.0,-3.9,6.5,87.01114764468848
2017-01-24,12:55:26,-2.0,-3.9,6.5,87.01114764468848
