Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-24,12:52:46,-2.5,-5.5,3.7,80.11370893761975
2017-01-24,12:52:47,-2.6,-5.0,3.7,83.77538042278115
2017-01-24,12:52:48,-2.5,-5.5,3.6,80.11370893761975
2017-01-24,12:52:49,-2.5,-5.5,3.7,80.11370893761975
2017-01-24,12:52:50,-2.6,-5.0,3.6,83.77538042278115
2017-01-24,12:52:51,-2.5,-5.5,3.7,80.11370893761975
2017-01-24,12:52:52,-2.6,-5.5,3.7,80.70168238621791
2017-01-24,12:52:53,-2.5,-5.0,3.7,83.16530326741047
2017-01-24,12:52:54,-2.6,-5.5,3.7,80.70168238621791
2017-01-24,12:52:55,-2.6,-5.0,3.8,83.77538042278115
2017-01-24,12:52:56,-2.5,-5.0,3.7,83.16530326741047
2017-01-24,12:52:57,-2.5,-5.5,3.7,80.11370893761975
2017-01-24,12:52:58,-2.6,-5.0,3.6,83.77538042278115
2017-01-24,12:52:59,-2.6,-5.5,3.6,80.70168238621791
2017-01-24,12:53:00,-2.6,-5.0,3.6,83.77538042278115
2017-01-24,12:53:01,-2.6,-5.5,3.6,80.70168238621791
2017-01-24,12:53:02,-2.5,-5.0,3.5,83.16530326741047
2017-01-24,12:53:03,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:53:04,-2.5,-5.5,3.5,80.11370893761975
2017-01-24,12:53:05,-2.6,-5.5,3.6,80.70168238621791
2017-01-24,12:53:06,-2.5,-5.0,3.6,83.16530326741047
2017-01-24,12:53:07,-2.5,-5.0,3.6,83.16530326741047
2017-01-24,12:53:08,-2.5,-5.0,3.5,83.16530326741047
2017-01-24,12:53:09,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:10,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:53:11,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:53:12,-2.5,-5.5,3.5,80.11370893761975
2017-01-24,12:53:13,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:14,-2.5,-5.0,3.5,83.16530326741047
2017-01-24,12:53:15,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:16,-2.6,-5.0,3.5,83.77538042278115
2017-01-24,12:53:17,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:53:18,-2.6,-5.0,3.5,83.77538042278115
2017-01-24,12:53:19,-2.6,-5.5,3.6,80.70168238621791
2017-01-24,12:53:20,-2.6,-5.0,3.5,83.77538042278115
2017-01-24,12:53:21,-2.5,-5.0,3.4,83.16530326741047
2017-01-24,12:53:22,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:23,-2.6,-5.5,3.3,80.70168238621791
2017-01-24,12:53:24,-2.6,-5.0,3.2,83.77538042278115
2017-01-24,12:53:25,-2.5,-5.5,3.2,80.11370893761975
2017-01-24,12:53:26,-2.5,-5.5,3.2,80.11370893761975
2017-01-24,12:53:27,-2.6,-5.5,3.3,80.70168238621791
2017-01-24,12:53:28,-2.5,-5.5,3.2,80.11370893761975
2017-01-24,12:53:29,-2.5,-5.0,3.2,83.16530326741047
2017-01-24,12:53:30,-2.5,-5.0,3.1,83.16530326741047
2017-01-24,12:53:31,-2.5,-5.0,3.2,83.16530326741047
2017-01-24,12:53:32,-2.6,-5.5,3.1,80.70168238621791
2017-01-24,12:53:33,-2.5,-5.5,3.2,80.11370893761975
2017-01-24,12:53:34,-2.5,-5.5,3.2,80.11370893761975
2017-01-24,12:53:35,-2.5,-5.0,3.3,83.16530326741047
2017-01-24,12:53:36,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:37,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:38,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:39,-2.6,-5.5,3.3,80.70168238621791
2017-01-24,12:53:40,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:53:41,-2.6,-5.0,3.3,83.77538042278115
2017-01-24,12:53:42,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:53:43,-2.5,-5.0,3.3,83.16530326741047
2017-01-24,12:53:44,-2.6,-5.5,3.2,80.70168238621791
2017-01-24,12:53:45,-2.5,-5.0,3.3,83.16530326741047
2017-01-24,12:53:46,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:53:47,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:48,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:49,-2.6,-5.0,3.3,83.77538042278115
2017-01-24,12:53:50,-2.5,-5.0,3.4,83.16530326741047
2017-01-24,12:53:51,-2.6,-5.0,3.3,83.77538042278115
2017-01-24,12:53:52,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:53:53,-2.5,-5.5,3.3,80.11370893761975
2017-01-24,12:53:54,-2.5,-5.5,3.2,80.11370893761975
2017-01-24,12:53:55,-0.7,-5.5,3.3,70.29654313833557
2017-01-24,12:53:56,-2.5,-5.0,3.4,83.16530326741047
2017-01-24,12:53:57,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:53:58,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:53:59,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:54:00,-2.6,-5.0,3.5,83.77538042278115
2017-01-24,12:54:01,-2.5,-5.0,3.4,83.16530326741047
2017-01-24,12:54:02,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:54:03,-2.6,-5.5,3.3,80.70168238621791
2017-01-24,12:54:04,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:54:05,-2.5,-5.0,3.4,83.16530326741047
2017-01-24,12:54:06,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:54:07,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:54:08,-2.6,-5.0,3.5,83.77538042278115
2017-01-24,12:54:09,-2.5,-5.0,3.4,83.16530326741047
2017-01-24,12:54:10,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:54:11,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:54:12,-2.5,-5.5,3.5,80.11370893761975
2017-01-24,12:54:13,-2.6,-5.0,3.6,83.77538042278115
2017-01-24,12:54:14,-2.5,-5.5,3.5,80.11370893761975
2017-01-24,12:54:15,-2.5,-5.5,3.6,80.11370893761975
2017-01-24,12:54:16,-2.5,-5.5,3.6,80.11370893761975
2017-01-24,12:54:17,-2.5,-5.5,3.6,80.11370893761975
2017-01-24,12:54:18,-2.6,-5.5,3.5,80.70168238621791
2017-01-24,12:54:19,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:54:20,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:54:21,-2.5,-5.5,3.3,80.11370893761975
2017-01-24,12:54:22,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:54:23,-2.5,-5.5,3.3,80.11370893761975
2017-01-24,12:54:24,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:54:25,-2.5,-5.5,3.3,80.11370893761975
2017-01-24,12:54:26,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:54:27,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:54:28,-2.6,-5.5,3.5,80.70168238621791
2017-01-24,12:54:29,-2.5,-5.0,3.4,83.16530326741047
2017-01-24,12:54:30,-2.6,-5.0,3.5,83.77538042278115
2017-01-24,12:54:31,-2.5,-5.0,3.6,83.16530326741047
2017-01-24,12:54:32,-2.6,-5.5,3.5,80.70168238621791
2017-01-24,12:54:33,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:54:34,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:54:35,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:54:36,-2.5,-5.0,3.4,83.16530326741047
2017-01-24,12:54:37,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:54:39,-2.5,-5.5,3.6,80.11370893761975
2017-01-24,12:54:40,-2.6,-5.0,3.6,83.77538042278115
2017-01-24,12:54:41,-2.6,-5.0,3.6,83.77538042278115
2017-01-24,12:54:42,-2.5,-5.5,3.6,80.11370893761975
2017-01-24,12:54:43,-2.6,-5.0,3.7,83.77538042278115
2017-01-24,12:54:44,-2.5,-5.0,3.6,83.16530326741047
2017-01-24,12:54:45,-2.6,-5.5,3.6,80.70168238621791
2017-01-24,12:54:46,-2.6,-5.0,3.5,83.77538042278115
2017-01-24,12:54:47,-2.5,-5.0,3.6,83.16530326741047
2017-01-24,12:54:48,-2.5,-5.5,3.5,80.11370893761975
2017-01-24,12:54:49,-2.6,-5.5,3.6,80.70168238621791
2017-01-24,12:54:50,-2.5,-5.0,3.6,83.16530326741047
2017-01-24,12:54:51,-2.5,-5.0,3.6,83.16530326741047
2017-01-24,12:54:52,-2.5,-5.0,3.5,83.16530326741047
2017-01-24,12:54:53,-2.5,-5.0,3.6,83.16530326741047
2017-01-24,12:54:54,-2.6,-5.5,3.5,80.70168238621791
2017-01-24,12:54:55,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:54:56,-2.6,-5.0,3.4,83.77538042278115
2017-01-24,12:54:57,-2.6,-5.0,3.3,83.77538042278115
2017-01-24,12:54:58,-2.5,-5.0,3.4,83.16530326741047
2017-01-24,12:54:59,-2.5,-5.5,3.4,80.11370893761975
2017-01-24,12:55:00,-2.6,-5.5,3.4,80.70168238621791
2017-01-24,12:55:01,-2.5,-5.5,3.3,80.11370893761975
2017-01-24,12:55:02,-2.5,-5.5,3.2,80.11370893761975
2017-01-24,12:55:03,-2.6,-5.0,3.3,83.77538042278115
2017-01-24,12:55:04,-2.6,-5.5,3.2,80.70168238621791
2017-01-24,12:55:05,-2.6,-5.5,3.3,80.70168238621791
2017-01-24,12:55:06,-2.5,-5.0,3.2,83.16530326741047
2017-01-24,12:55:07,-2.6,-5.5,3.2,80.70168238621791
2017-01-24,12:55:08,-2.6,-5.0,3.2,83.77538042278115
2017-01-24,12:55:10,-2.5,-5.0,3.2,83.16530326741047
2017-01-24,12:55:11,-2.6,-5.5,3.2,80.70168238621791
2017-01-24,12:55:12,-2.6,-5.5,3.1,80.70168238621791
2017-01-24,12:55:13,-2.6,-5.5,3.0,80.70168238621791
2017-01-24,12:55:14,-2.6,-5.5,3.0,80.70168238621791
2017-01-24,12:55:15,-2.6,-5.0,2.9,83.77538042278115
2017-01-24,12:55:16,-2.6,-5.5,2.8,80.70168238621791
2017-01-24,12:55:17,-2.6,-5.0,2.8,83.77538042278115
2017-01-24,12:55:18,-2.5,-5.0,2.8,83.16530326741047
2017-01-24,12:55:19,-2.5,-5.5,2.9,80.11370893761975
2017-01-24,12:55:20,-2.6,-5.0,2.8,83.77538042278115
2017-01-24,12:55:21,-2.6,-5.5,2.8,80.70168238621791
2017-01-24,12:55:22,-2.5,-5.0,2.8,83.16530326741047
2017-01-24,12:55:23,-2.6,-5.0,2.9,83.77538042278115
2017-01-24,12:55:24,-2.5,-5.0,2.8,83.16530326741047
2017-01-24,12:55:25,-2.6,-5.0,2.8,83.77538042278115
2017-01-24,12:55:26,-2.5,-5.0,2.8,83.16530326741047
2017-01-24,12:55:27,-2.6,-5.0,2.8,83.77538042278115
2017-01-24,12:55:28,-2.6,-5.5,2.8,80.70168238621791
2017-01-24,12:55:29,-2.5,-5.5,2.9,80.11370893761975
2017-01-24,12:55:30,-2.6,-5.5,3.0,80.70168238621791
2017-01-24,12:55:31,-2.5,-5.5,2.9,80.11370893761975
2017-01-24,12:55:32,-2.5,-5.5,3.0,80.11370893761975
2017-01-24,12:55:33,-2.6,-5.0,3.0,83.77538042278115
2017-01-24,12:55:34,-2.5,-5.5,3.1,80.11370893761975
2017-01-24,12:55:35,-2.5,-5.0,3.0,83.16530326741047
2017-01-24,12:55:36,-2.6,-5.0,3.1,83.77538042278115
2017-01-24,12:55:37,-2.6,-5.5,3.2,80.70168238621791
2017-01-24,12:55:38,-2.5,-5.0,3.2,83.16530326741047
2017-01-24,12:55:39,-2.6,-5.0,3.2,83.77538042278115
2017-01-24,12:55:40,-2.5,-5.0,3.2,83.16530326741047
2017-01-24,12:55:41,-2.5,-5.0,3.2,83.16530326741047
2017-01-24,12:55:42,-2.6,-5.5,3.2,80.70168238621791
2017-01-24,12:55:43,-2.6,-5.5,3.3,80.70168238621791
2017-01-24,12:55:44,-2.6,-5.5,3.2,80.70168238621791
2017-01-24,12:55:45,-2.6,-5.5,3.2,80.70168238621791
2017-01-24,12:55:46,-2.6,-5.5,3.1,80.70168238621791
2017-01-24,12:55:47,-2.6,-5.0,3.2,83.77538042278115
