Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-2.0,-5.1,4.3
2017-01-24,11:12:33,-2.3,-5.5,4.3
2017-01-24,11:12:34,-2.3,-5.1,4.4
2017-01-24,11:12:35,-2.0,-5.5,4.3
2017-01-24,11:12:36,-2.0,-5.5,4.3
2017-01-24,11:12:37,-2.3,-5.5,4.2
2017-01-24,11:12:38,-2.3,-5.1,4.1
2017-01-24,11:12:39,-2.0,-5.5,4.1
2017-01-24,11:12:40,-2.3,-5.1,4.1
2017-01-24,11:12:41,-2.0,-5.1,4.2
2017-01-24,11:12:42,-2.3,-5.5,4.1
2017-01-24,11:12:43,-2.3,-5.5,4.1
2017-01-24,11:12:44,-2.3,-5.1,4.1
2017-01-24,11:12:45,-2.3,-5.5,4.1
2017-01-24,11:12:46,-2.3,-5.5,4.1
2017-01-24,11:12:47,-2.3,-5.1,4.2
2017-01-24,11:12:48,-2.0,-5.1,4.3
2017-01-24,11:12:49,-2.0,-5.5,4.2
2017-01-24,11:12:50,-2.0,-5.1,4.1
2017-01-24,11:12:51,-2.0,-5.1,4.1
2017-01-24,11:12:52,-2.0,-5.1,4.1
2017-01-24,11:12:53,-2.0,-5.5,4.1
2017-01-24,11:12:54,-2.3,-5.5,4.0
2017-01-24,11:12:55,-2.0,-5.5,4.1
2017-01-24,11:12:56,-2.0,-5.1,4.0
2017-01-24,11:12:57,-2.0,-5.5,4.0
2017-01-24,11:12:58,-2.0,-5.5,3.9
2017-01-24,11:12:59,-2.0,-5.1,3.9
2017-01-24,11:13:00,-2.3,-5.5,3.9
2017-01-24,11:13:01,-2.3,-5.1,3.9
2017-01-24,11:13:02,-2.3,-5.5,3.8
2017-01-24,11:13:03,-2.3,-5.1,3.7
2017-01-24,11:13:04,-2.0,-5.5,3.7
2017-01-24,11:13:05,-2.0,-5.1,3.7
2017-01-24,11:13:06,-2.3,-5.1,3.7
2017-01-24,11:13:07,-2.0,-5.1,3.7
2017-01-24,11:13:08,-2.0,-5.5,3.8
