Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-1.8,-6.7,3.6
2017-01-24,11:12:33,-1.8,-7.5,3.7
2017-01-24,11:12:34,-2.0,-7.5,3.6
2017-01-24,11:12:35,-2.0,-7.5,3.6
2017-01-24,11:12:36,-2.0,-6.7,3.5
2017-01-24,11:12:37,-1.8,-6.7,3.6
2017-01-24,11:12:38,-1.8,-6.7,3.6
2017-01-24,11:12:39,-1.8,-6.7,3.7
2017-01-24,11:12:40,-2.0,-6.7,3.7
2017-01-24,11:12:41,-2.0,-7.5,3.8
2017-01-24,11:12:42,-1.8,-7.5,3.8
2017-01-24,11:12:43,-1.8,-6.7,3.9
2017-01-24,11:12:44,-1.8,-7.5,3.8
2017-01-24,11:12:45,-2.0,-6.7,3.8
2017-01-24,11:12:46,-1.8,-6.7,3.7
2017-01-24,11:12:47,-1.8,-6.7,3.7
2017-01-24,11:12:48,-1.8,-7.5,3.7
2017-01-24,11:12:49,-2.0,-6.7,3.8
2017-01-24,11:12:50,-1.8,-7.5,3.8
2017-01-24,11:12:51,-2.0,-6.7,3.9
2017-01-24,11:12:52,-1.8,-7.5,4.0
2017-01-24,11:12:53,-2.0,-7.5,4.0
2017-01-24,11:12:54,-2.0,-7.5,4.1
2017-01-24,11:12:55,-2.0,-7.5,4.0
2017-01-24,11:12:56,-1.8,-6.7,4.0
2017-01-24,11:12:57,-2.0,-7.5,3.9
2017-01-24,11:12:58,-2.0,-7.5,3.8
2017-01-24,11:12:59,-1.8,-7.5,3.8
2017-01-24,11:13:00,-2.0,-7.5,3.8
2017-01-24,11:13:01,-1.8,-6.7,3.9
2017-01-24,11:13:02,-1.8,-6.7,3.8
2017-01-24,11:13:03,-2.0,-7.5,3.9
2017-01-24,11:13:04,-2.0,-7.5,4.0
2017-01-24,11:13:05,-1.8,-6.7,4.0
2017-01-24,11:13:06,-1.8,-6.7,4.0
2017-01-24,11:13:07,-2.0,-7.5,4.0
2017-01-24,11:13:08,-2.0,-6.7,4.1
2017-01-24,11:13:09,-1.8,-7.5,4.0
2017-01-24,11:13:10,-1.8,-7.5,4.0
2017-01-24,11:13:11,-2.0,-7.5,3.9
2017-01-24,11:13:12,-0.6,-7.5,4.0
2017-01-24,11:13:13,-1.8,-7.5,4.0
2017-01-24,11:13:14,-2.0,-7.5,4.1
2017-01-24,11:13:15,-2.0,-7.5,4.0
2017-01-24,11:13:16,-1.8,-6.7,4.0
2017-01-24,11:13:17,-2.0,-7.5,3.9
2017-01-24,11:13:18,-2.0,-7.5,3.8
2017-01-24,11:13:19,-1.8,-7.5,3.9
2017-01-24,11:13:20,-1.8,-7.5,3.8
2017-01-24,11:13:21,-1.8,-7.5,3.8
2017-01-24,11:13:22,-2.0,-7.5,3.7
2017-01-24,11:13:23,-1.8,-6.7,3.7
2017-01-24,11:13:24,-2.0,-6.7,3.7
2017-01-24,11:13:25,-1.8,-6.7,3.8
2017-01-24,11:13:26,-2.0,-7.5,3.8
2017-01-24,11:13:27,-1.8,-6.7,3.9
2017-01-24,11:13:28,-1.8,-6.7,3.8
2017-01-24,11:13:29,-1.8,-6.7,3.8
2017-01-24,11:13:30,-1.8,-6.7,3.7
2017-01-24,11:13:31,-1.8,-7.5,3.8
2017-01-24,11:13:32,-1.8,-6.7,3.7
2017-01-24,11:13:33,-1.8,-7.5,3.7
2017-01-24,11:13:34,-2.0,-7.5,3.7
2017-01-24,11:13:35,-2.0,-7.5,3.7
2017-01-24,11:13:36,-1.8,-6.7,3.7
2017-01-24,11:13:37,-2.0,-6.7,3.7
2017-01-24,11:13:38,-1.8,-6.7,3.7
2017-01-24,11:13:39,-1.8,-6.7,3.7
2017-01-24,11:13:40,-2.0,-7.5,3.7
2017-01-24,11:13:41,-2.0,-7.5,3.7
2017-01-24,11:13:42,-2.0,-7.5,3.6
2017-01-24,11:13:43,-1.8,-7.5,3.7
2017-01-24,11:13:44,-1.8,-6.7,3.7
2017-01-24,11:13:45,-2.0,-6.7,3.8
2017-01-24,11:13:46,-2.0,-6.7,3.8
2017-01-24,11:13:47,-1.8,-7.5,3.8
2017-01-24,11:13:48,-2.0,-6.7,3.8
2017-01-24,11:13:49,-2.0,-7.5,3.9
