Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-2.4,-8.0,22.7
2017-01-24,11:12:33,-2.4,-8.0,22.6
2017-01-24,11:12:34,-2.4,-7.3,22.6
2017-01-24,11:12:35,-2.4,-8.0,22.5
2017-01-24,11:12:36,-2.4,-7.3,22.5
2017-01-24,11:12:37,-2.4,-8.0,22.5
2017-01-24,11:12:38,-2.4,-7.3,22.6
2017-01-24,11:12:39,-2.2,-8.0,22.5
2017-01-24,11:12:40,-2.4,-7.3,22.5
2017-01-24,11:12:41,-2.4,-7.3,22.5
2017-01-24,11:12:42,-2.4,-8.0,22.5
2017-01-24,11:12:43,-2.2,-7.3,22.5
2017-01-24,11:12:44,-2.4,-8.0,22.5
2017-01-24,11:12:45,-2.4,-7.3,22.4
2017-01-24,11:12:46,-2.4,-8.0,22.3
2017-01-24,11:12:47,-2.4,-7.3,22.4
2017-01-24,11:12:48,-2.2,-7.3,22.3
2017-01-24,11:12:49,-2.4,-8.0,22.3
2017-01-24,11:12:50,-2.4,-7.3,22.3
2017-01-24,11:12:51,-2.2,-7.3,22.4
2017-01-24,11:12:52,-2.4,-7.3,22.3
2017-01-24,11:12:53,-2.4,-8.0,22.3
2017-01-24,11:12:54,-2.2,-7.3,22.2
2017-01-24,11:12:55,-2.4,-7.3,22.3
2017-01-24,11:12:56,-2.2,-8.0,22.3
2017-01-24,11:12:57,-2.4,-7.3,22.4
2017-01-24,11:12:58,-2.2,-7.3,22.5
2017-01-24,11:12:59,-2.2,-8.0,22.4
2017-01-24,11:13:00,-2.4,-8.0,22.5
2017-01-24,11:13:01,-2.4,-7.3,22.4
2017-01-24,11:13:02,-2.4,-8.0,22.3
2017-01-24,11:13:03,-2.2,-7.3,22.3
2017-01-24,11:13:04,-2.2,-8.0,22.3
2017-01-24,11:13:05,-2.4,-7.3,22.3
2017-01-24,11:13:06,-2.4,-7.3,22.2
2017-01-24,11:13:07,-2.2,-7.3,22.2
2017-01-24,11:13:08,-2.4,-7.3,22.1
2017-01-24,11:13:09,-2.4,-7.3,22.2
2017-01-24,11:13:10,-2.4,-7.3,22.2
2017-01-24,11:13:11,-2.4,-7.3,22.2
2017-01-24,11:13:12,-2.4,-7.3,22.2
2017-01-24,11:13:13,-2.2,-8.0,22.2
2017-01-24,11:13:14,-2.4,-7.3,22.2
2017-01-24,11:13:15,-2.4,-8.0,22.3
2017-01-24,11:13:16,-2.2,-7.3,22.2
2017-01-24,11:13:17,-2.2,-7.3,22.3
2017-01-24,11:13:18,-2.2,-8.0,22.3
2017-01-24,11:13:19,-2.2,-7.3,22.3
2017-01-24,11:13:20,-2.2,-8.0,22.2
2017-01-24,11:13:21,-2.4,-8.0,22.2
2017-01-24,11:13:22,-2.2,-7.3,22.2
