Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:33,-3.6,-5.7,7.5
2017-01-24,11:12:34,-3.6,-5.7,7.6
2017-01-24,11:12:35,-3.6,-5.7,7.6
2017-01-24,11:12:36,-3.6,-5.7,7.7
2017-01-24,11:12:37,-3.6,-5.7,7.7
2017-01-24,11:12:38,-3.7,-5.7,7.8
2017-01-24,11:12:39,-3.7,-6.3,7.9
2017-01-24,11:12:40,-3.7,-5.7,7.9
2017-01-24,11:12:41,-3.6,-6.3,7.9
2017-01-24,11:12:42,-3.6,-5.7,7.9
2017-01-24,11:12:43,-3.7,-5.7,7.9
2017-01-24,11:12:44,-3.7,-6.3,7.9
2017-01-24,11:12:45,-3.7,-6.3,8.0
2017-01-24,11:12:46,-3.6,-6.3,8.1
2017-01-24,11:12:47,-3.7,-5.7,8.0
2017-01-24,11:12:48,-3.7,-6.3,8.1
2017-01-24,11:12:49,-3.7,-5.7,8.1
2017-01-24,11:12:50,-3.6,-6.3,8.2
2017-01-24,11:12:51,-3.6,-6.3,8.2
2017-01-24,11:12:52,-3.6,-6.3,8.3
2017-01-24,11:12:53,-3.7,-6.3,8.2
2017-01-24,11:12:54,-3.7,-5.7,8.2
2017-01-24,11:12:55,-3.6,-6.3,8.1
2017-01-24,11:12:56,-3.6,-6.3,8.2
2017-01-24,11:12:57,-3.7,-6.3,8.1
2017-01-24,11:12:58,-3.6,-5.7,8.2
2017-01-24,11:12:59,-3.6,-5.7,8.2
2017-01-24,11:13:00,-3.7,-5.7,8.3
2017-01-24,11:13:01,-3.6,-5.7,8.2
2017-01-24,11:13:02,-3.6,-6.3,8.3
2017-01-24,11:13:03,-3.6,-5.7,8.4
2017-01-24,11:13:04,-3.7,-5.7,8.4
2017-01-24,11:13:05,-3.6,-6.3,8.4
2017-01-24,11:13:06,-3.7,-6.3,8.3
2017-01-24,11:13:07,-3.7,-6.3,8.2
2017-01-24,11:13:08,-3.7,-5.7,8.3
2017-01-24,11:13:09,-3.6,-5.7,8.4
2017-01-24,11:13:10,-3.7,-5.7,8.3
2017-01-24,11:13:11,-3.7,-5.7,8.4
2017-01-24,11:13:12,-3.6,-5.7,8.4
2017-01-24,11:13:13,-3.6,-6.3,8.5
2017-01-24,11:13:14,-3.6,-6.3,8.6
2017-01-24,11:13:15,-3.7,-6.3,8.5
2017-01-24,11:13:16,-3.6,-6.3,8.4
2017-01-24,11:13:17,-3.6,-5.7,8.5
2017-01-24,11:13:18,-3.7,-6.3,8.6
2017-01-24,11:13:19,-3.7,-5.7,8.6
2017-01-24,11:13:20,-3.7,-6.3,8.7
2017-01-24,11:13:21,-3.6,-6.3,8.7
2017-01-24,11:13:22,-3.6,-5.7,8.7
2017-01-24,11:13:23,-3.6,-5.7,8.7
2017-01-24,11:13:24,-3.6,-6.3,8.8
2017-01-24,11:13:25,-3.6,-5.7,8.7
2017-01-24,11:13:26,-3.7,-6.3,8.7
2017-01-24,11:13:27,-3.6,-6.3,8.7
2017-01-24,11:13:28,-3.6,-5.7,8.7
2017-01-24,11:13:29,-3.7,-6.3,8.7
2017-01-24,11:13:30,-3.6,-5.7,8.7
2017-01-24,11:13:31,-3.6,-5.7,8.6
2017-01-24,11:13:32,-3.6,-5.7,8.6
2017-01-24,11:13:33,-3.6,-5.7,8.6
2017-01-24,11:13:34,-3.7,-5.7,8.7
2017-01-24,11:13:35,-3.7,-5.7,8.6
2017-01-24,11:13:36,-3.7,-5.7,8.6
2017-01-24,11:13:37,-3.7,-5.7,8.6
2017-01-24,11:13:38,-3.6,-5.7,8.7
2017-01-24,11:13:39,-3.6,-5.7,8.6
2017-01-24,11:13:40,-3.7,-5.7,8.7
2017-01-24,11:13:41,-3.6,-5.7,8.7
2017-01-24,11:13:42,-3.7,-5.7,8.8
2017-01-24,11:13:43,-3.6,-5.7,8.9
2017-01-24,11:13:44,-3.7,-6.2,8.9
2017-01-24,11:13:45,-3.7,-6.2,8.9
2017-01-24,11:13:46,-3.6,-6.2,8.8
2017-01-24,11:13:47,-3.6,-5.7,8.9
2017-01-24,11:13:48,-3.7,-5.7,8.8
2017-01-24,11:13:49,-3.7,-5.7,8.9
2017-01-24,11:13:50,-3.6,-6.2,8.9
2017-01-24,11:13:51,-3.6,-6.2,9.0
2017-01-24,11:13:52,-3.6,-6.2,9.1
2017-01-24,11:13:53,-3.6,-5.7,9.0
2017-01-24,11:13:54,-3.6,-6.2,9.1
2017-01-24,11:13:55,-3.6,-5.7,9.1
2017-01-24,11:13:56,-3.7,-6.2,9.2
