Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-1.9,-4.6,9.2
2017-01-24,11:12:33,-1.9,-5.1,9.1
2017-01-24,11:12:34,-2.0,-5.1,9.2
2017-01-24,11:12:35,-2.0,-5.1,9.3
2017-01-24,11:12:36,-2.0,-5.1,9.2
2017-01-24,11:12:37,-2.0,-4.6,9.1
2017-01-24,11:12:38,-1.9,-4.6,9.1
2017-01-24,11:12:39,-1.9,-4.6,9.0
2017-01-24,11:12:40,-2.0,-4.6,9.0
2017-01-24,11:12:41,-1.9,-4.6,8.9
2017-01-24,11:12:42,-1.9,-4.6,8.8
2017-01-24,11:12:43,-2.0,-4.6,8.8
2017-01-24,11:12:44,-1.9,-4.6,8.8
2017-01-24,11:12:45,-2.0,-5.1,8.8
2017-01-24,11:12:46,-2.0,-5.1,8.7
2017-01-24,11:12:47,-2.0,-5.1,8.8
2017-01-24,11:12:48,-1.9,-4.6,8.7
2017-01-24,11:12:49,-1.9,-5.1,8.8
2017-01-24,11:12:50,-1.9,-4.6,8.7
2017-01-24,11:12:51,-2.0,-4.6,8.8
2017-01-24,11:12:52,-1.9,-4.6,8.8
2017-01-24,11:12:53,-1.9,-4.6,8.8
2017-01-24,11:12:54,-1.9,-4.6,8.7
2017-01-24,11:12:55,-1.9,-4.6,8.8
2017-01-24,11:12:56,-1.9,-5.1,8.8
2017-01-24,11:12:57,-2.0,-5.1,8.9
2017-01-24,11:12:58,-2.0,-4.6,8.8
2017-01-24,11:12:59,-1.9,-4.6,8.9
2017-01-24,11:13:00,-1.9,-5.1,9.0
2017-01-24,11:13:01,-2.0,-5.1,9.0
2017-01-24,11:13:02,-2.0,-5.1,9.1
2017-01-24,11:13:03,-2.0,-4.6,9.1
2017-01-24,11:13:04,-2.0,-5.1,9.1
2017-01-24,11:13:05,-2.0,-5.1,9.1
2017-01-24,11:13:06,-2.0,-5.1,9.2
2017-01-24,11:13:07,-2.0,-5.1,9.1
2017-01-24,11:13:08,-1.9,-5.1,9.2
2017-01-24,11:13:09,-2.0,-5.1,9.3
2017-01-24,11:13:10,-2.0,-5.1,9.2
2017-01-24,11:13:11,-1.9,-4.6,9.1
2017-01-24,11:13:12,-0.6,-5.1,9.1
2017-01-24,11:13:13,-1.9,-5.1,9.0
2017-01-24,11:13:14,-1.9,-5.1,9.1
2017-01-24,11:13:15,-2.0,-4.6,9.1
2017-01-24,11:13:16,-2.0,-4.6,9.1
2017-01-24,11:13:17,-1.9,-4.6,9.1
2017-01-24,11:13:18,-2.0,-4.6,9.1
2017-01-24,11:13:19,-1.9,-5.1,9.0
2017-01-24,11:13:20,-1.9,-5.1,9.0
2017-01-24,11:13:21,-2.0,-4.6,9.0
