Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-7.4,-12.0,21.8
2017-01-24,11:12:33,-7.7,-11.4,21.9
2017-01-24,11:12:34,-7.4,-12.0,21.8
2017-01-24,11:12:35,-7.7,-12.0,21.8
2017-01-24,11:12:36,-7.4,-11.4,21.8
2017-01-24,11:12:37,-7.7,-12.0,21.8
2017-01-24,11:12:38,-7.4,-11.4,21.8
2017-01-24,11:12:39,-7.7,-11.4,21.9
2017-01-24,11:12:40,-7.4,-11.4,21.8
2017-01-24,11:12:41,-7.7,-12.0,21.8
2017-01-24,11:12:42,-7.7,-12.0,21.7
2017-01-24,11:12:43,-7.7,-11.4,21.8
2017-01-24,11:12:44,-7.7,-12.0,21.8
2017-01-24,11:12:45,-7.4,-11.4,21.9
2017-01-24,11:12:46,-7.4,-11.4,21.9
2017-01-24,11:12:47,-7.4,-11.4,21.9
2017-01-24,11:12:48,-7.7,-12.0,21.8
2017-01-24,11:12:49,-7.4,-12.0,21.9
2017-01-24,11:12:50,-7.4,-11.4,21.8
2017-01-24,11:12:51,-7.4,-12.0,21.8
2017-01-24,11:12:52,-7.7,-11.9,21.8
2017-01-24,11:12:53,-7.7,-11.9,21.8
2017-01-24,11:12:54,-7.7,-11.4,21.8
2017-01-24,11:12:55,-7.7,-11.9,21.9
2017-01-24,11:12:56,-7.4,-11.4,21.8
2017-01-24,11:12:57,-7.4,-11.4,21.9
2017-01-24,11:12:58,-7.7,-11.9,21.8
2017-01-24,11:12:59,-7.7,-11.9,21.8
2017-01-24,11:13:00,-7.7,-11.9,21.7
2017-01-24,11:13:01,-7.4,-11.9,21.7
2017-01-24,11:13:02,-7.4,-11.9,21.6
2017-01-24,11:13:03,-7.7,-11.4,21.7
2017-01-24,11:13:04,-7.7,-11.9,21.7
2017-01-24,11:13:05,-7.4,-11.4,21.8
2017-01-24,11:13:06,-7.7,-11.9,21.8
2017-01-24,11:13:07,-7.7,-11.4,21.8
2017-01-24,11:13:08,-7.4,-11.4,21.8
2017-01-24,11:13:09,-7.7,-11.4,21.8
2017-01-24,11:13:10,-7.4,-11.9,21.8
2017-01-24,11:13:11,-7.4,-11.4,21.9
2017-01-24,11:13:12,-7.4,-11.9,21.9
2017-01-24,11:13:13,-7.7,-11.4,22.0
2017-01-24,11:13:14,-7.4,-11.9,22.1
2017-01-24,11:13:15,-7.7,-11.4,22.0
2017-01-24,11:13:16,-7.7,-11.4,22.1
2017-01-24,11:13:17,-7.4,-11.4,22.1
2017-01-24,11:13:18,-7.7,-11.9,22.2
2017-01-24,11:13:19,-7.7,-11.4,22.1
2017-01-24,11:13:20,-7.4,-11.4,22.2
2017-01-24,11:13:21,-7.4,-11.4,22.2
2017-01-24,11:13:22,-7.4,-11.9,22.2
2017-01-24,11:13:23,-7.4,-11.4,22.1
2017-01-24,11:13:24,-7.4,-11.4,22.1
2017-01-24,11:13:25,-7.7,-11.4,22.1
2017-01-24,11:13:26,-7.4,-11.9,22.2
2017-01-24,11:13:27,-7.4,-11.9,22.2
2017-01-24,11:13:28,-7.7,-11.4,22.2
2017-01-24,11:13:29,-7.7,-11.9,22.2
2017-01-24,11:13:30,-7.7,-11.4,22.2
2017-01-24,11:13:31,-7.4,-11.9,22.2
2017-01-24,11:13:32,-7.4,-11.4,22.2
2017-01-24,11:13:33,-7.4,-11.9,22.1
2017-01-24,11:13:34,-7.7,-11.4,22.2
2017-01-24,11:13:35,-7.4,-11.9,22.1
2017-01-24,11:13:36,-7.7,-11.9,22.2
2017-01-24,11:13:37,-7.7,-11.4,22.2
2017-01-24,11:13:38,-7.4,-11.9,22.3
2017-01-24,11:13:39,-7.4,-11.4,22.3
2017-01-24,11:13:40,-7.7,-11.9,22.4
2017-01-24,11:13:41,-7.4,-11.9,22.4
2017-01-24,11:13:42,-7.7,-11.9,22.5
2017-01-24,11:13:43,-7.7,-11.9,22.5
2017-01-24,11:13:44,-7.7,-11.9,22.6
2017-01-24,11:13:45,-7.4,-11.9,22.6
2017-01-24,11:13:46,-7.4,-11.4,22.7
2017-01-24,11:13:47,-7.7,-11.9,22.8
2017-01-24,11:13:48,-7.7,-11.9,22.7
2017-01-24,11:13:49,-7.7,-11.4,22.8
2017-01-24,11:13:50,-7.4,-11.9,22.7
2017-01-24,11:13:51,-7.4,-11.9,22.6
2017-01-24,11:13:52,-7.4,-11.4,22.7
2017-01-24,11:13:53,-7.7,-11.9,22.6
2017-01-24,11:13:54,-7.7,-11.4,22.7
2017-01-24,11:13:55,-7.7,-11.4,22.8
2017-01-24,11:13:56,-7.7,-11.9,22.8
2017-01-24,11:13:57,-7.4,-11.4,22.9
2017-01-24,11:13:58,-7.7,-11.4,22.9
2017-01-24,11:13:59,-7.7,-11.9,22.9
2017-01-24,11:14:00,-7.7,-11.4,22.9
2017-01-24,11:14:01,-7.4,-11.9,22.9
2017-01-24,11:14:02,-7.7,-11.9,22.8
2017-01-24,11:14:03,-7.4,-11.4,22.8
2017-01-24,11:14:04,-7.4,-11.4,22.8
2017-01-24,11:14:05,-7.7,-11.9,22.9
2017-01-24,11:14:06,-7.4,-11.4,22.8
2017-01-24,11:14:07,-7.4,-11.9,22.8
2017-01-24,11:14:08,-7.7,-11.9,22.7
2017-01-24,11:14:09,-7.4,-11.4,22.8
2017-01-24,11:14:10,-7.4,-11.9,22.7
2017-01-24,11:14:11,-7.7,-11.9,22.8
2017-01-24,11:14:12,-7.7,-11.9,22.7
2017-01-24,11:14:13,-7.4,-11.4,22.8
2017-01-24,11:14:14,-7.4,-11.9,22.7
2017-01-24,11:14:15,-7.4,-11.4,22.8
2017-01-24,11:14:16,-7.4,-11.9,22.7
2017-01-24,11:14:17,-7.7,-11.9,22.6
2017-01-24,11:14:18,-7.7,-11.9,22.6
2017-01-24,11:14:19,-7.7,-11.9,22.6
2017-01-24,11:14:20,-7.4,-11.4,22.7
2017-01-24,11:14:21,-7.4,-11.9,22.8
2017-01-24,11:14:22,-7.4,-11.9,22.8
2017-01-24,11:14:23,-7.4,-11.9,22.8
2017-01-24,11:14:24,-7.4,-11.4,22.7
2017-01-24,11:14:25,-7.4,-11.4,22.6
2017-01-24,11:14:26,-7.7,-11.9,22.7
2017-01-24,11:14:27,-7.4,-11.9,22.8
2017-01-24,11:14:28,-7.7,-11.4,22.7
2017-01-24,11:14:29,-7.7,-11.4,22.6
2017-01-24,11:14:30,-7.7,-11.4,22.7
2017-01-24,11:14:31,-7.4,-11.9,22.8
2017-01-24,11:14:32,-7.7,-11.9,22.8
2017-01-24,11:14:33,-7.4,-11.9,22.8
2017-01-24,11:14:34,-7.7,-11.4,22.7
2017-01-24,11:14:35,-7.4,-11.9,22.6
2017-01-24,11:14:36,-7.7,-11.9,22.7
2017-01-24,11:14:37,-7.4,-11.9,22.8
2017-01-24,11:14:38,-7.7,-11.3,22.7
2017-01-24,11:14:39,-7.7,-11.3,22.8
2017-01-24,11:14:40,-7.7,-11.3,22.8
2017-01-24,11:14:41,-7.7,-11.9,22.9
2017-01-24,11:14:42,-7.7,-11.9,22.9
2017-01-24,11:14:43,-7.7,-11.9,22.9
2017-01-24,11:14:44,-7.7,-11.9,22.8
2017-01-24,11:14:45,-7.4,-11.3,22.9
2017-01-24,11:14:46,-7.7,-11.3,22.8
2017-01-24,11:14:47,-7.7,-11.3,22.9
2017-01-24,11:14:48,-7.4,-11.3,22.9
2017-01-24,11:14:49,-7.4,-11.9,23.0
2017-01-24,11:14:50,-7.7,-11.9,22.9
2017-01-24,11:14:51,-7.4,-11.9,22.9
2017-01-24,11:14:52,-7.4,-11.9,22.8
2017-01-24,11:14:53,-7.7,-11.9,22.9
2017-01-24,11:14:54,-7.4,-11.9,22.9
2017-01-24,11:14:55,-7.7,-11.3,23.0
2017-01-24,11:14:56,-7.4,-11.3,23.0
2017-01-24,11:14:57,-7.7,-11.3,23.0
2017-01-24,11:14:58,-7.4,-11.3,22.9
