Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-4.3,-7.6,17.3
2017-01-24,11:12:33,-4.3,-6.9,17.3
2017-01-24,11:12:34,-4.6,-6.9,17.3
2017-01-24,11:12:35,-4.6,-7.6,17.3
2017-01-24,11:12:36,-4.6,-7.6,17.3
2017-01-24,11:12:37,-4.3,-6.9,17.3
2017-01-24,11:12:38,-4.3,-6.9,17.3
2017-01-24,11:12:39,-4.6,-6.9,17.4
2017-01-24,11:12:40,-4.6,-6.9,17.3
2017-01-24,11:12:41,-4.3,-6.9,17.4
2017-01-24,11:12:42,-4.6,-6.9,17.5
2017-01-24,11:12:43,-4.6,-7.6,17.5
2017-01-24,11:12:44,-4.6,-7.6,17.5
2017-01-24,11:12:45,-4.3,-6.9,17.4
2017-01-24,11:12:46,-4.3,-7.6,17.3
2017-01-24,11:12:47,-4.6,-6.9,17.4
2017-01-24,11:12:48,-4.3,-7.6,17.3
2017-01-24,11:12:49,-4.6,-7.6,17.4
2017-01-24,11:12:50,-4.6,-6.9,17.3
2017-01-24,11:12:51,-4.6,-7.6,17.3
2017-01-24,11:12:52,-4.6,-6.9,17.3
2017-01-24,11:12:53,-4.3,-6.9,17.4
2017-01-24,11:12:54,-4.3,-7.6,17.3
2017-01-24,11:12:55,-4.3,-6.9,17.3
2017-01-24,11:12:56,-4.6,-6.9,17.2
2017-01-24,11:12:57,-4.6,-6.9,17.1
2017-01-24,11:12:58,-4.6,-7.6,17.0
2017-01-24,11:12:59,-4.6,-7.6,17.1
2017-01-24,11:13:00,-4.3,-6.9,17.2
2017-01-24,11:13:01,-4.6,-6.9,17.3
2017-01-24,11:13:02,-4.3,-7.6,17.3
2017-01-24,11:13:03,-4.3,-6.9,17.3
2017-01-24,11:13:04,-4.3,-7.6,17.2
2017-01-24,11:13:05,-4.6,-7.6,17.3
2017-01-24,11:13:06,-4.6,-6.9,17.2
2017-01-24,11:13:07,-1.7,-7.6,17.1
2017-01-24,11:13:08,-4.3,-7.6,17.2
2017-01-24,11:13:09,-4.3,-7.6,17.1
2017-01-24,11:13:10,-4.6,-6.9,17.2
