Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-2.2,-4.5,12.6
2017-01-24,11:12:33,-2.2,-5.2,12.6
2017-01-24,11:12:34,-2.2,-5.2,12.7
2017-01-24,11:12:35,-2.2,-4.5,12.6
2017-01-24,11:12:36,-2.2,-5.2,12.7
2017-01-24,11:12:37,-1.9,-5.2,12.6
2017-01-24,11:12:38,-1.9,-4.5,12.7
2017-01-24,11:12:39,-2.2,-5.2,12.6
2017-01-24,11:12:40,-2.2,-4.5,12.7
2017-01-24,11:12:41,-2.2,-5.2,12.8
2017-01-24,11:12:42,-1.9,-5.2,12.7
2017-01-24,11:12:43,-1.9,-4.5,12.6
2017-01-24,11:12:44,-1.9,-4.5,12.6
2017-01-24,11:12:45,-2.2,-5.2,12.5
2017-01-24,11:12:46,-1.9,-5.2,12.6
2017-01-24,11:12:47,-2.2,-5.2,12.5
2017-01-24,11:12:48,-1.9,-5.2,12.6
2017-01-24,11:12:49,-2.2,-5.2,12.5
2017-01-24,11:12:50,-1.9,-5.2,12.5
2017-01-24,11:12:51,-2.2,-5.2,12.5
2017-01-24,11:12:52,-2.2,-4.5,12.5
2017-01-24,11:12:53,-1.9,-4.5,12.5
2017-01-24,11:12:54,-1.9,-4.5,12.5
2017-01-24,11:12:55,-2.2,-5.2,12.4
2017-01-24,11:12:56,-1.9,-4.5,12.3
2017-01-24,11:12:57,-1.9,-5.2,12.4
2017-01-24,11:12:58,-2.2,-5.2,12.3
2017-01-24,11:12:59,-1.9,-4.5,12.4
2017-01-24,11:13:00,-1.9,-5.2,12.5
2017-01-24,11:13:01,-2.2,-4.5,12.5
2017-01-24,11:13:02,-1.9,-5.2,12.6
2017-01-24,11:13:03,-2.2,-4.5,12.5
2017-01-24,11:13:04,-1.9,-5.2,12.5
2017-01-24,11:13:05,-1.9,-4.5,12.4
2017-01-24,11:13:06,-0.7,-5.2,12.5
2017-01-24,11:13:07,-2.2,-4.5,12.4
2017-01-24,11:13:08,-2.2,-4.5,12.5
2017-01-24,11:13:09,-2.2,-4.5,12.4
2017-01-24,11:13:10,-2.2,-5.2,12.5
2017-01-24,11:13:11,-2.2,-5.2,12.4
2017-01-24,11:13:12,-1.9,-5.2,12.5
2017-01-24,11:13:13,-2.2,-5.2,12.5
2017-01-24,11:13:14,-2.2,-4.5,12.6
2017-01-24,11:13:15,-2.2,-5.2,12.6
2017-01-24,11:13:16,-2.2,-4.5,12.7
2017-01-24,11:13:17,-1.9,-4.5,12.6
2017-01-24,11:13:18,-2.2,-4.5,12.6
2017-01-24,11:13:19,-1.9,-5.2,12.6
2017-01-24,11:13:20,-1.9,-5.2,12.7
2017-01-24,11:13:21,-2.2,-4.5,12.8
2017-01-24,11:13:22,-2.2,-5.2,12.7
2017-01-24,11:13:23,-1.9,-4.5,12.8
2017-01-24,11:13:24,-2.2,-5.2,12.8
2017-01-24,11:13:25,-2.2,-5.2,12.9
2017-01-24,11:13:26,-1.9,-4.5,12.8
2017-01-24,11:13:27,-1.9,-5.2,12.9
2017-01-24,11:13:28,-2.2,-4.5,12.8
2017-01-24,11:13:29,-1.9,-4.5,12.8
2017-01-24,11:13:30,-1.9,-4.5,12.7
2017-01-24,11:13:31,-2.2,-5.2,12.8
2017-01-24,11:13:32,-2.2,-4.5,12.8
2017-01-24,11:13:33,-1.9,-4.5,12.9
2017-01-24,11:13:34,-1.9,-4.5,13.0
2017-01-24,11:13:35,-1.9,-4.5,13.0
2017-01-24,11:13:36,-2.2,-5.2,13.1
2017-01-24,11:13:37,-2.2,-4.5,13.0
2017-01-24,11:13:38,-2.2,-4.5,13.0
2017-01-24,11:13:39,-1.9,-4.5,12.9
2017-01-24,11:13:40,-1.9,-5.2,12.8
2017-01-24,11:13:41,-2.2,-5.2,12.9
2017-01-24,11:13:42,-2.2,-4.5,12.8
2017-01-24,11:13:43,-2.2,-5.2,12.9
2017-01-24,11:13:44,-1.9,-5.2,13.0
2017-01-24,11:13:45,-2.2,-5.2,13.0
2017-01-24,11:13:46,-1.9,-4.5,13.1
2017-01-24,11:13:47,-1.9,-4.5,13.1
2017-01-24,11:13:48,-1.9,-4.5,13.1
2017-01-24,11:13:49,-1.9,-4.5,13.1
2017-01-24,11:13:50,-1.9,-4.5,13.2
2017-01-24,11:13:51,-2.2,-5.2,13.3
