Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-2.5,-5.4,10.6
2017-01-24,11:12:33,-2.4,-5.4,10.5
2017-01-24,11:12:34,-2.4,-6.0,10.6
2017-01-24,11:12:35,-2.5,-5.4,10.5
2017-01-24,11:12:36,-2.5,-6.0,10.6
2017-01-24,11:12:37,-2.5,-6.0,10.7
2017-01-24,11:12:38,-2.4,-5.4,10.6
2017-01-24,11:12:39,-2.4,-6.0,10.5
2017-01-24,11:12:40,-2.5,-5.4,10.4
2017-01-24,11:12:41,-2.4,-6.0,10.5
2017-01-24,11:12:42,-2.5,-6.0,10.4
2017-01-24,11:12:43,-2.5,-6.0,10.4
2017-01-24,11:12:44,-2.5,-6.0,10.4
2017-01-24,11:12:45,-2.4,-5.4,10.5
2017-01-24,11:12:46,-2.4,-5.4,10.4
2017-01-24,11:12:47,-2.4,-5.4,10.4
2017-01-24,11:12:48,-2.4,-5.4,10.4
2017-01-24,11:12:49,-2.5,-6.0,10.5
2017-01-24,11:12:50,-2.5,-5.4,10.4
2017-01-24,11:12:51,-2.5,-6.0,10.4
2017-01-24,11:12:52,-2.5,-6.0,10.4
2017-01-24,11:12:53,-2.4,-5.4,10.4
2017-01-24,11:12:54,-2.4,-5.4,10.4
2017-01-24,11:12:55,-2.4,-6.0,10.4
2017-01-24,11:12:56,-2.5,-5.4,10.4
2017-01-24,11:12:57,-2.5,-5.4,10.5
2017-01-24,11:12:58,-2.4,-6.0,10.4
2017-01-24,11:12:59,-2.5,-6.0,10.5
2017-01-24,11:13:00,-2.4,-6.0,10.4
2017-01-24,11:13:01,-2.4,-5.4,10.5
2017-01-24,11:13:02,-2.5,-6.0,10.4
2017-01-24,11:13:03,-2.4,-5.4,10.5
2017-01-24,11:13:04,-2.5,-5.4,10.6
2017-01-24,11:13:05,-2.5,-6.0,10.7
2017-01-24,11:13:06,-2.4,-6.0,10.6
2017-01-24,11:13:07,-2.5,-6.0,10.7
2017-01-24,11:13:08,-2.5,-5.4,10.8
2017-01-24,11:13:09,-2.4,-6.0,10.8
2017-01-24,11:13:10,-2.5,-6.0,10.8
2017-01-24,11:13:11,-2.4,-6.0,10.7
2017-01-24,11:13:12,-2.5,-6.0,10.6
2017-01-24,11:13:13,-2.5,-6.0,10.7
2017-01-24,11:13:14,-2.4,-5.4,10.6
2017-01-24,11:13:15,-2.4,-6.0,10.7
2017-01-24,11:13:16,-2.4,-6.0,10.8
2017-01-24,11:13:17,-2.5,-5.4,10.7
2017-01-24,11:13:18,-2.4,-5.4,10.8
2017-01-24,11:13:19,-2.5,-5.4,10.7
2017-01-24,11:13:20,-2.5,-5.4,10.6
2017-01-24,11:13:21,-2.5,-5.4,10.7
2017-01-24,11:13:22,-2.5,-6.0,10.6
2017-01-24,11:13:23,-2.4,-6.0,10.5
2017-01-24,11:13:24,-2.5,-6.0,10.4
2017-01-24,11:13:25,-2.4,-6.0,10.5
2017-01-24,11:13:26,-2.4,-5.4,10.4
2017-01-24,11:13:27,-2.5,-5.4,10.4
2017-01-24,11:13:28,-2.4,-6.0,10.4
2017-01-24,11:13:29,-2.4,-5.4,10.5
2017-01-24,11:13:30,-2.4,-6.0,10.4
2017-01-24,11:13:31,-2.4,-6.0,10.5
2017-01-24,11:13:32,-2.5,-5.4,10.4
2017-01-24,11:13:33,-2.4,-6.0,10.5
2017-01-24,11:13:34,-2.5,-6.0,10.4
2017-01-24,11:13:35,-2.4,-5.4,10.4
2017-01-24,11:13:36,-2.5,-5.4,10.3
2017-01-24,11:13:37,-2.4,-5.4,10.2
2017-01-24,11:13:38,-2.5,-6.0,10.3
2017-01-24,11:13:39,-2.4,-6.0,10.4
2017-01-24,11:13:40,-2.5,-5.4,10.4
2017-01-24,11:13:41,-2.4,-5.4,10.5
2017-01-24,11:13:42,-2.5,-6.0,10.4
2017-01-24,11:13:43,-2.4,-6.0,10.5
2017-01-24,11:13:44,-2.5,-5.4,10.4
2017-01-24,11:13:45,-2.5,-6.0,10.4
2017-01-24,11:13:46,-2.4,-6.0,10.4
2017-01-24,11:13:47,-2.4,-6.0,10.5
2017-01-24,11:13:48,-2.4,-5.4,10.4
2017-01-24,11:13:49,-2.4,-5.4,10.4
2017-01-24,11:13:50,-2.4,-5.4,10.3
2017-01-24,11:13:51,-2.5,-5.4,10.4
2017-01-24,11:13:52,-2.5,-5.4,10.4
2017-01-24,11:13:53,-2.4,-6.0,10.5
2017-01-24,11:13:54,-2.4,-5.4,10.6
