Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:12:32,-2.9,-5.3,5.3
2017-01-24,11:12:33,-2.8,-5.3,5.2
2017-01-24,11:12:34,-2.9,-5.8,5.2
2017-01-24,11:12:35,-2.8,-5.8,5.1
2017-01-24,11:12:36,-2.8,-5.8,5.1
2017-01-24,11:12:37,-2.9,-5.3,5.1
2017-01-24,11:12:38,-2.8,-5.8,5.2
2017-01-24,11:12:39,-2.9,-5.3,5.1
2017-01-24,11:12:40,-2.8,-5.3,5.1
2017-01-24,11:12:41,-2.8,-5.3,5.0
2017-01-24,11:12:42,-2.9,-5.8,5.1
2017-01-24,11:12:43,-2.8,-5.3,5.1
2017-01-24,11:12:44,-2.9,-5.8,5.2
2017-01-24,11:12:45,-2.9,-5.8,5.2
2017-01-24,11:12:46,-2.8,-5.3,5.2
2017-01-24,11:12:47,-2.9,-5.3,5.2
2017-01-24,11:12:48,-2.8,-5.3,5.2
2017-01-24,11:12:49,-2.8,-5.3,5.2
2017-01-24,11:12:50,-2.9,-5.8,5.3
2017-01-24,11:12:51,-2.9,-5.8,5.2
2017-01-24,11:12:52,-2.9,-5.3,5.2
2017-01-24,11:12:53,-2.8,-5.8,5.1
2017-01-24,11:12:54,-2.8,-5.8,5.1
2017-01-24,11:12:55,-2.8,-5.8,5.0
2017-01-24,11:12:56,-2.8,-5.8,5.1
2017-01-24,11:12:57,-2.8,-5.3,5.0
2017-01-24,11:12:58,-2.9,-5.3,4.9
2017-01-24,11:12:59,-2.9,-5.8,4.9
2017-01-24,11:13:00,-2.9,-5.3,4.8
2017-01-24,11:13:01,-2.9,-5.8,4.9
2017-01-24,11:13:02,-2.8,-5.3,4.8
2017-01-24,11:13:03,-2.9,-5.3,4.9
2017-01-24,11:13:04,-2.9,-5.8,4.8
2017-01-24,11:13:05,-2.8,-5.3,4.9
2017-01-24,11:13:06,-2.9,-5.3,4.8
2017-01-24,11:13:07,-2.8,-5.8,4.7
2017-01-24,11:13:08,-2.8,-5.8,4.7
2017-01-24,11:13:09,-2.8,-5.8,4.6
2017-01-24,11:13:10,-2.8,-5.8,4.5
2017-01-24,11:13:11,-2.8,-5.3,4.5
2017-01-24,11:13:12,-2.9,-5.3,4.5
2017-01-24,11:13:13,-2.8,-5.8,4.6
2017-01-24,11:13:14,-2.8,-5.8,4.7
2017-01-24,11:13:15,-2.9,-5.3,4.7
2017-01-24,11:13:16,-2.9,-5.3,4.7
2017-01-24,11:13:17,-2.9,-5.8,4.6
2017-01-24,11:13:18,-2.8,-5.8,4.5
2017-01-24,11:13:19,-2.8,-5.8,4.5
2017-01-24,11:13:20,-2.8,-5.8,4.4
2017-01-24,11:13:21,-2.8,-5.3,4.4
2017-01-24,11:13:22,-2.8,-5.8,4.3
2017-01-24,11:13:23,-2.8,-5.3,4.4
2017-01-24,11:13:24,-2.8,-5.3,4.3
2017-01-24,11:13:25,-2.8,-5.8,4.2
2017-01-24,11:13:26,-2.9,-5.3,4.3
2017-01-24,11:13:27,-2.8,-5.8,4.2
2017-01-24,11:13:28,-2.9,-5.3,4.3
2017-01-24,11:13:29,-2.9,-5.3,4.4
2017-01-24,11:13:30,-2.8,-5.3,4.4
2017-01-24,11:13:31,-2.9,-5.8,4.5
2017-01-24,11:13:32,-2.9,-5.8,4.5
2017-01-24,11:13:33,-2.8,-5.3,4.6
2017-01-24,11:13:34,-2.8,-5.8,4.7
2017-01-24,11:13:35,-2.8,-5.8,4.7
2017-01-24,11:13:36,-2.9,-5.3,4.7
2017-01-24,11:13:37,-2.8,-5.8,4.6
2017-01-24,11:13:38,-2.8,-5.8,4.7
2017-01-24,11:13:39,-2.8,-5.3,4.6
2017-01-24,11:13:40,-2.9,-5.8,4.5
2017-01-24,11:13:41,-2.9,-5.8,4.6
2017-01-24,11:13:42,-2.9,-5.8,4.5
2017-01-24,11:13:43,-2.9,-5.3,4.6
2017-01-24,11:13:44,-2.8,-5.3,4.5
2017-01-24,11:13:45,-2.8,-5.3,4.6
2017-01-24,11:13:46,-2.8,-5.8,4.5
2017-01-24,11:13:47,-2.8,-5.8,4.5
2017-01-24,11:13:48,-2.8,-5.8,4.5
2017-01-24,11:13:49,-2.9,-5.3,4.5
2017-01-24,11:13:50,-2.9,-5.8,4.5
2017-01-24,11:13:51,-2.8,-5.3,4.5
2017-01-24,11:13:52,-2.8,-5.3,4.4
2017-01-24,11:13:53,-2.9,-5.8,4.5
2017-01-24,11:13:54,-2.9,-5.8,4.5
2017-01-24,11:13:55,-2.8,-5.8,4.5
2017-01-24,11:13:56,-2.8,-5.8,4.5
2017-01-24,11:13:57,-2.8,-5.3,4.5
2017-01-24,11:13:58,-2.9,-5.8,4.5
2017-01-24,11:13:59,-2.8,-5.8,4.6
2017-01-24,11:14:00,-2.9,-5.8,4.5
2017-01-24,11:14:01,-2.9,-5.3,4.5
2017-01-24,11:14:02,-2.8,-5.3,4.5
2017-01-24,11:14:03,-2.9,-5.8,4.6
2017-01-24,11:14:04,-1.0,-5.8,4.5
2017-01-24,11:14:05,-2.8,-5.3,4.6
2017-01-24,11:14:06,-2.8,-5.8,4.5
2017-01-24,11:14:07,-2.8,-5.3,4.6
2017-01-24,11:14:08,-2.9,-5.3,4.5
2017-01-24,11:14:09,-2.8,-5.3,4.6
2017-01-24,11:14:10,-2.8,-5.3,4.5
2017-01-24,11:14:11,-2.8,-5.8,4.6
2017-01-24,11:14:12,-2.9,-5.3,4.7
2017-01-24,11:14:13,-2.9,-5.8,4.6
2017-01-24,11:14:14,-2.8,-5.8,4.5
2017-01-24,11:14:15,-2.9,-5.8,4.6
2017-01-24,11:14:16,-2.9,-5.3,4.5
2017-01-24,11:14:17,-2.8,-5.3,4.5
2017-01-24,11:14:18,-2.9,-5.3,4.4
2017-01-24,11:14:19,-2.8,-5.3,4.4
2017-01-24,11:14:20,-2.8,-5.3,4.3
2017-01-24,11:14:21,-2.9,-5.8,4.2
2017-01-24,11:14:22,-2.9,-5.3,4.2
2017-01-24,11:14:23,-2.9,-5.3,4.2
2017-01-24,11:14:24,-2.8,-5.3,4.3
2017-01-24,11:14:25,-2.8,-5.3,4.2
2017-01-24,11:14:26,-2.9,-5.8,4.2
2017-01-24,11:14:27,-2.9,-5.8,4.1
2017-01-24,11:14:28,-2.8,-5.8,4.2
2017-01-24,11:14:29,-2.8,-5.3,4.2
2017-01-24,11:14:30,-2.9,-5.3,4.2
2017-01-24,11:14:31,-2.9,-5.8,4.1
2017-01-24,11:14:32,-2.8,-5.3,4.0
2017-01-24,11:14:33,-2.9,-5.8,4.1
2017-01-24,11:14:34,-2.9,-5.8,4.0
2017-01-24,11:14:35,-2.9,-5.8,4.1
2017-01-24,11:14:36,-2.9,-5.8,4.2
2017-01-24,11:14:37,-2.8,-5.8,4.1
2017-01-24,11:14:38,-2.8,-5.3,4.2
2017-01-24,11:14:39,-2.9,-5.8,4.1
2017-01-24,11:14:40,-2.8,-5.8,4.2
2017-01-24,11:14:41,-2.8,-5.3,4.1
2017-01-24,11:14:42,-2.8,-5.8,4.0
2017-01-24,11:14:43,-2.9,-5.8,4.0
2017-01-24,11:14:44,-2.9,-5.3,4.0
2017-01-24,11:14:45,-2.9,-5.3,4.0
2017-01-24,11:14:46,-2.9,-5.8,3.9
2017-01-24,11:14:47,-2.9,-5.8,4.0
2017-01-24,11:14:48,-2.8,-5.8,3.9
2017-01-24,11:14:49,-2.9,-5.3,3.8
2017-01-24,11:14:50,-2.9,-5.3,3.8
2017-01-24,11:14:51,-2.9,-5.8,3.7
2017-01-24,11:14:52,-2.8,-5.3,3.8
2017-01-24,11:14:53,-2.8,-5.8,3.8
2017-01-24,11:14:54,-2.8,-5.3,3.9
2017-01-24,11:14:55,-2.8,-5.8,4.0
2017-01-24,11:14:56,-2.9,-5.3,4.0
2017-01-24,11:14:57,-2.8,-5.8,4.0
2017-01-24,11:14:58,-2.9,-5.3,3.9
