Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,16:37:17,9.0,-0.4,10.8,52.1
2017-01-25,16:37:18,9.9,-0.4,10.8,49.05
2017-01-25,16:37:19,9.9,-0.4,10.8,49.05
2017-01-25,16:39:28,8.9,0.4,11.4,55.56
2017-01-25,16:39:29,9.8,-0.5,11.4,49.02
2017-01-25,16:39:30,8.9,0.4,11.5,55.56
2017-01-25,16:39:31,9.8,-0.5,11.4,49.02
2017-01-25,16:39:32,8.9,-0.5,11.4,52.07
2017-01-25,16:39:33,8.9,0.4,11.4,55.56
2017-01-25,16:39:34,9.8,0.4,11.4,52.31
2017-01-25,16:39:57,9.8,-0.5,11.4,49.02
2017-01-25,16:39:58,9.8,0.4,11.5,52.31
2017-01-25,16:39:59,9.8,0.4,11.5,52.31
2017-01-25,16:40:00,8.9,-0.5,11.5,52.07
2017-01-25,16:40:01,8.9,-0.5,11.4,52.07
2017-01-25,16:40:02,9.8,0.4,11.5,52.31
2017-01-25,16:40:03,9.8,0.4,11.4,52.31
2017-01-25,16:40:04,8.9,-0.5,11.4,52.07
2017-01-25,16:40:05,8.9,0.4,11.3,55.56
2017-01-25,16:40:06,8.9,0.4,11.4,55.56
2017-01-25,16:40:07,9.8,-0.5,11.4,49.02
2017-01-25,16:40:08,9.8,-0.5,11.5,49.02
2017-01-25,16:40:09,8.9,-0.5,11.5,52.07
2017-01-25,16:40:10,8.8,-0.5,11.6,52.42
2017-01-25,16:41:50,9.7,-0.6,11.0,49.0
2017-01-25,16:41:51,9.7,-0.6,11.0,49.0
2017-01-25,16:41:52,8.8,0.3,11.0,55.54
2017-01-25,16:41:53,8.8,0.3,11.0,55.54
2017-01-25,16:45:49,9.6,0.1,9.7,51.88
2017-01-25,16:45:50,9.6,-0.8,9.6,48.62
2017-01-25,16:45:51,8.6,-0.8,9.6,51.99
2017-01-25,16:45:52,9.6,-0.8,9.5,48.62
2017-01-25,16:45:53,8.6,-0.8,9.6,51.99
2017-01-25,16:45:54,8.6,-0.8,9.5,51.99
2017-01-25,16:45:55,9.6,0.1,9.5,51.88
2017-01-25,16:45:56,9.6,0.1,9.4,51.88
2017-01-25,16:45:57,9.6,-0.8,9.5,48.62
2017-01-25,16:45:58,9.6,-0.8,9.5,48.62
2017-01-25,16:45:59,8.6,-0.8,9.5,51.99
2017-01-25,16:46:00,8.6,0.1,9.4,55.48
2017-01-25,16:46:01,8.6,-0.8,9.5,51.99
2017-01-25,16:46:02,9.6,-0.8,9.4,48.62
2017-01-25,16:46:03,9.6,-0.8,9.5,48.62
2017-01-25,16:46:04,8.6,0.1,9.5,55.48
2017-01-25,16:46:05,8.6,-0.8,9.5,51.99
2017-01-25,16:46:06,8.6,0.1,9.4,55.48
2017-01-25,16:46:07,9.6,0.1,9.5,51.88
2017-01-25,16:46:08,9.6,0.1,9.5,51.88
2017-01-25,16:46:09,9.6,-0.8,9.6,48.62
2017-01-25,16:46:10,8.6,-0.8,9.6,51.99
2017-01-25,16:46:11,8.6,-0.8,9.7,51.99
2017-01-25,16:46:12,8.6,-0.8,9.6,51.99
2017-01-25,16:46:13,9.6,0.1,9.6,51.88
2017-01-25,16:46:14,8.6,0.1,9.5,55.48
2017-01-25,16:46:15,8.6,0.1,9.5,55.48
2017-01-25,16:46:16,9.6,0.1,9.5,51.88
2017-01-25,16:46:17,9.6,0.1,9.6,51.88
2017-01-25,16:46:18,8.6,-0.8,9.5,51.99
2017-01-25,16:46:19,8.6,0.1,9.5,55.48
2017-01-25,16:46:20,9.5,0.1,9.4,52.23
2017-01-25,16:46:21,9.5,-0.8,9.5,48.94
2017-01-25,16:46:22,8.6,0.1,9.4,55.48
2017-01-25,16:46:23,9.5,0.1,9.4,52.23
2017-01-25,16:46:24,9.5,0.1,9.4,52.23
2017-01-25,16:46:25,9.5,0.1,9.5,52.23
2017-01-25,16:46:26,8.6,0.1,9.4,55.48
2017-01-25,16:46:27,8.6,0.1,9.5,55.48
2017-01-25,16:46:28,8.6,0.1,9.4,55.48
2017-01-25,16:46:29,8.6,0.1,9.4,55.48
2017-01-25,16:46:30,9.5,0.1,9.3,52.23
2017-01-25,16:46:31,9.5,0.1,9.3,52.23
2017-01-25,16:46:32,9.5,-0.8,9.2,48.94
2017-01-25,16:46:33,8.6,0.1,9.3,55.48
2017-01-25,16:46:58,9.5,0.1,8.9,52.23
2017-01-25,16:46:59,8.6,0.1,8.9,55.48
2017-01-25,16:47:00,9.5,0.1,8.9,52.23
2017-01-25,16:47:01,8.6,-0.8,8.9,51.99
2017-01-25,16:47:02,8.6,0.1,8.8,55.48
2017-01-25,16:47:03,9.5,0.1,8.8,52.23
2017-01-25,16:47:04,9.5,-0.8,8.8,48.94
2017-01-25,16:47:05,8.6,0.1,8.8,55.48
2017-01-25,16:47:06,9.5,0.1,8.8,52.23
2017-01-25,16:47:07,8.6,0.1,8.8,55.48
2017-01-25,16:47:08,8.6,-0.8,8.8,51.99
2017-01-25,16:47:09,8.6,0.1,8.9,55.48
2017-01-25,16:47:10,8.6,0.1,8.8,55.48
