Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,16:37:17,5.1,-7.0,25.9,41.62
2017-01-25,16:37:18,4.5,-7.0,25.9,43.39
2017-01-25,16:37:19,4.5,-7.0,25.9,43.39
2017-01-25,16:39:28,5.1,-7.1,25.5,41.3
2017-01-25,16:39:29,5.1,-7.1,25.5,41.3
2017-01-25,16:39:30,5.1,-8.0,25.4,38.54
2017-01-25,16:39:31,4.4,-8.0,25.4,40.46
2017-01-25,16:39:32,4.4,-8.0,25.3,40.46
2017-01-25,16:39:33,5.1,-8.0,25.3,38.54
2017-01-25,16:39:34,5.1,-8.0,25.3,38.54
2017-01-25,16:39:57,5.1,-7.1,25.5,41.3
2017-01-25,16:39:58,5.1,-7.1,25.4,41.3
2017-01-25,16:39:59,5.1,-7.1,25.4,41.3
2017-01-25,16:40:00,4.4,-8.0,25.4,40.46
2017-01-25,16:40:01,5.1,-7.1,25.4,41.3
2017-01-25,16:40:02,4.4,-8.0,25.4,40.46
2017-01-25,16:40:03,4.4,-8.0,25.4,40.46
2017-01-25,16:40:04,5.1,-7.1,25.4,41.3
2017-01-25,16:40:05,5.1,-8.0,25.5,38.54
2017-01-25,16:40:06,1.4,-8.0,25.4,50.0
2017-01-25,16:40:07,4.4,-8.0,25.4,40.46
2017-01-25,16:40:08,4.4,-8.0,25.4,40.46
2017-01-25,16:40:09,4.4,-8.0,25.5,40.46
2017-01-25,16:40:10,4.4,-7.1,25.5,43.36
2017-01-25,16:41:50,5.0,-7.1,26.0,41.59
2017-01-25,16:41:51,5.0,-7.1,25.9,41.59
2017-01-25,16:41:52,4.3,-8.1,25.9,40.43
2017-01-25,16:41:53,4.3,-7.1,25.9,43.67
2017-01-25,16:45:49,4.2,-8.2,26.6,40.4
2017-01-25,16:45:50,4.9,-7.3,26.7,41.24
2017-01-25,16:45:51,4.9,-7.3,26.6,41.24
2017-01-25,16:45:52,4.9,-7.3,26.7,41.24
2017-01-25,16:45:53,4.9,-8.2,26.6,38.48
2017-01-25,16:45:54,4.9,-8.2,26.5,38.48
2017-01-25,16:45:55,4.9,-8.2,26.6,38.48
2017-01-25,16:45:56,4.9,-8.2,26.7,38.48
2017-01-25,16:45:57,4.2,-8.2,26.7,40.4
2017-01-25,16:45:58,4.9,-8.2,26.8,38.48
2017-01-25,16:45:59,4.2,-7.3,26.7,43.31
2017-01-25,16:46:00,4.2,-8.2,26.7,40.4
2017-01-25,16:46:01,4.9,-7.3,26.7,41.24
2017-01-25,16:46:02,4.9,-8.2,26.8,38.48
2017-01-25,16:46:03,4.2,-8.2,26.8,40.4
2017-01-25,16:46:04,4.9,-7.3,26.8,41.24
2017-01-25,16:46:05,4.9,-8.2,26.7,38.48
2017-01-25,16:46:06,4.2,-8.2,26.7,40.4
2017-01-25,16:46:07,4.9,-8.2,26.7,38.48
2017-01-25,16:46:08,4.9,-8.2,26.7,38.48
2017-01-25,16:46:09,4.2,-7.3,26.6,43.31
2017-01-25,16:46:10,4.2,-8.2,26.5,40.4
2017-01-25,16:46:11,4.9,-7.3,26.6,41.24
2017-01-25,16:46:12,4.2,-8.2,26.5,40.4
2017-01-25,16:46:13,4.9,-8.2,26.5,38.48
2017-01-25,16:46:14,4.2,-8.2,26.4,40.4
2017-01-25,16:46:15,4.9,-7.3,26.4,41.24
2017-01-25,16:46:16,4.2,-8.2,26.3,40.4
2017-01-25,16:46:17,4.2,-8.2,26.4,40.4
2017-01-25,16:46:18,4.9,-8.2,26.3,38.48
2017-01-25,16:46:19,4.2,-8.2,26.4,40.4
2017-01-25,16:46:20,4.9,-7.3,26.4,41.24
2017-01-25,16:46:21,4.9,-7.3,26.4,41.24
2017-01-25,16:46:22,4.2,-7.3,26.4,43.31
2017-01-25,16:46:23,4.2,-8.2,26.5,40.4
2017-01-25,16:46:24,4.9,-7.3,26.5,41.24
2017-01-25,16:46:25,4.9,-7.3,26.6,41.24
2017-01-25,16:46:26,4.9,-8.2,26.7,38.48
2017-01-25,16:46:27,4.9,-8.2,26.7,38.48
2017-01-25,16:46:28,4.2,-8.2,26.8,40.4
2017-01-25,16:46:29,4.2,-7.3,26.7,43.31
2017-01-25,16:46:30,4.9,-7.3,26.8,41.24
2017-01-25,16:46:31,4.9,-8.2,26.7,38.48
2017-01-25,16:46:32,4.9,-7.3,26.8,41.24
2017-01-25,16:46:33,4.2,-8.2,26.8,40.4
2017-01-25,16:46:58,4.9,-8.2,27.1,38.48
2017-01-25,16:46:59,4.9,-8.2,27.0,38.48
2017-01-25,16:47:00,4.2,-7.3,27.1,43.31
2017-01-25,16:47:01,4.9,-7.3,27.0,41.24
2017-01-25,16:47:02,4.2,-7.3,27.1,43.31
2017-01-25,16:47:03,4.2,-8.3,27.2,40.09
2017-01-25,16:47:04,4.9,-8.3,27.2,38.18
2017-01-25,16:47:05,4.2,-7.3,27.3,43.31
2017-01-25,16:47:06,4.9,-8.3,27.3,38.18
2017-01-25,16:47:07,4.9,-8.3,27.4,38.18
2017-01-25,16:47:08,4.2,-7.3,27.3,43.31
2017-01-25,16:47:09,4.9,-8.3,27.3,38.18
2017-01-25,16:47:10,4.2,-7.3,27.2,43.31
