Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,16:37:16,-0.6,-1.3,9.3,95.08
2017-01-25,16:37:17,-0.2,-1.0,9.2,94.42
2017-01-25,16:37:18,-0.2,-1.0,9.1,94.42
2017-01-25,16:37:19,-0.3,-1.3,9.2,93.06
2017-01-25,16:37:26,-0.3,-1.0,9.1,95.1
2017-01-25,16:37:27,-0.3,-1.0,9.2,95.1
2017-01-25,16:37:28,-0.6,-1.3,9.1,95.08
2017-01-25,16:37:29,-0.3,-1.0,9.2,95.1
2017-01-25,16:39:29,-0.6,-1.0,8.1,97.16
2017-01-25,16:39:30,-0.3,-1.3,8.0,93.06
2017-01-25,16:39:31,-0.3,-1.0,7.9,95.1
2017-01-25,16:39:32,-0.3,-1.3,7.9,93.06
2017-01-25,16:39:33,-0.3,-1.3,7.8,93.06
2017-01-25,16:39:34,-0.6,-1.0,7.7,97.16
2017-01-25,16:42:00,-0.7,-1.4,8.7,95.08
2017-01-25,16:42:01,-0.3,-1.1,8.6,94.41
2017-01-25,16:42:02,-0.3,-1.4,8.6,92.39
2017-01-25,16:42:03,-0.3,-1.1,8.5,94.41
2017-01-25,16:42:04,-0.7,-1.4,8.4,95.08
2017-01-25,16:42:05,-0.7,-1.4,8.5,95.08
2017-01-25,16:45:46,-0.8,-1.1,9.7,97.86
2017-01-25,16:45:47,-0.8,-1.1,9.8,97.86
2017-01-25,16:45:48,-0.8,-1.1,9.7,97.86
2017-01-25,16:45:49,-0.4,-1.1,9.6,95.09
2017-01-25,16:45:50,-0.4,-1.1,9.5,95.09
2017-01-25,16:45:51,-0.4,-1.1,9.5,95.09
2017-01-25,16:45:52,-0.8,-1.1,9.4,97.86
2017-01-25,16:45:53,-0.4,-1.1,9.3,95.09
2017-01-25,16:45:54,-0.4,-1.1,9.4,95.09
2017-01-25,16:45:55,-0.8,-1.4,9.5,95.77
2017-01-25,16:45:56,-0.8,-1.1,9.4,97.86
2017-01-25,16:45:57,-0.4,-1.1,9.5,95.09
2017-01-25,16:45:58,-0.4,-1.4,9.5,93.05
2017-01-25,16:45:59,-0.8,-1.4,9.6,95.77
2017-01-25,16:46:00,-0.8,-1.4,9.7,95.77
2017-01-25,16:46:01,-0.8,-1.4,9.6,95.77
2017-01-25,16:46:02,-0.4,-1.4,9.5,93.05
2017-01-25,16:46:03,-0.4,-1.1,9.5,95.09
2017-01-25,16:46:04,-0.8,-1.1,9.5,97.86
2017-01-25,16:46:05,-0.4,-1.4,9.5,93.05
2017-01-25,16:46:06,-0.8,-1.4,9.5,95.77
2017-01-25,16:46:07,-0.8,-1.1,9.5,97.86
2017-01-25,16:46:08,-0.4,-1.1,9.4,95.09
2017-01-25,16:46:09,-0.4,-1.4,9.3,93.05
2017-01-25,16:46:10,-0.8,-1.1,9.3,97.86
2017-01-25,16:46:11,-0.4,-1.4,9.2,93.05
