Date,Time,Temperature,Dewpoint,Visibility,Humidity
2017-01-25,16:39:28,-1.6,-5.5,11.9,75.03
2017-01-25,16:39:29,-1.9,-5.5,11.8,76.68
2017-01-25,16:39:30,-1.6,-3.9,11.9,84.52
2017-01-25,16:39:31,-1.6,-5.5,11.9,75.03
2017-01-25,16:39:32,-1.9,-5.5,12.0,76.68
2017-01-25,16:39:33,-1.6,-5.5,12.0,75.03
2017-01-25,16:39:34,-1.9,-5.5,12.0,76.68
2017-01-25,16:45:46,-2.0,-4.0,12.3,86.37
2017-01-25,16:45:47,-1.8,-5.6,12.3,75.56
2017-01-25,16:45:48,-1.8,-5.6,12.3,75.56
2017-01-25,16:45:49,-1.8,-4.0,12.2,85.12
2017-01-25,16:45:50,-2.0,-4.0,12.3,86.37
2017-01-25,16:45:51,-1.8,-4.0,12.2,85.12
2017-01-25,16:45:52,-2.0,-4.0,12.2,86.37
2017-01-25,16:45:53,-1.8,-5.6,12.2,75.56
2017-01-25,16:45:54,-2.1,-5.6,12.3,77.23
2017-01-25,16:45:55,-1.8,-4.0,12.3,85.12
2017-01-25,16:45:56,-2.1,-4.0,12.3,87.0
2017-01-25,16:45:57,-2.1,-5.6,12.3,77.23
2017-01-25,16:45:58,-2.1,-4.0,12.4,87.0
2017-01-25,16:45:59,-2.1,-4.0,12.4,87.0
2017-01-25,16:46:00,-1.8,-5.6,12.4,75.56
2017-01-25,16:46:01,-1.8,-4.0,12.3,85.12
2017-01-25,16:46:02,-2.1,-5.6,12.3,77.23
2017-01-25,16:46:03,-2.1,-4.0,12.2,87.0
2017-01-25,16:46:04,-2.1,-4.0,12.3,87.0
2017-01-25,16:46:05,-1.8,-5.6,12.2,75.56
2017-01-25,16:46:06,-2.1,-4.0,12.2,87.0
2017-01-25,16:46:07,-1.8,-4.0,12.1,85.12
2017-01-25,16:46:08,-1.8,-4.0,12.1,85.12
2017-01-25,16:46:09,-1.8,-4.0,12.1,85.12
2017-01-25,16:46:10,-1.8,-5.6,12.2,75.56
2017-01-25,16:46:11,-2.1,-4.0,12.2,87.0
2017-01-25,16:46:12,-1.8,-4.0,12.3,85.12
2017-01-25,16:46:13,-1.8,-4.0,12.3,85.12
2017-01-25,16:46:14,-2.1,-5.6,12.3,77.23
2017-01-25,16:46:15,-2.1,-5.6,12.2,77.23
2017-01-25,16:46:16,-1.8,-5.6,12.2,75.56
2017-01-25,16:46:17,-2.1,-4.0,12.1,87.0
2017-01-25,16:46:18,-1.8,-5.6,12.1,75.56
2017-01-25,16:46:19,-1.8,-4.0,12.1,85.12
2017-01-25,16:46:20,-1.8,-4.0,12.1,85.12
2017-01-25,16:46:21,-1.8,-4.0,12.1,85.12
2017-01-25,16:46:22,-1.8,-5.6,12.1,75.56
2017-01-25,16:46:23,-1.8,-4.0,12.0,85.12
2017-01-25,16:46:24,-1.8,-5.6,12.0,75.56
2017-01-25,16:46:25,-1.8,-4.0,11.9,85.12
2017-01-25,16:46:26,-1.8,-5.6,11.9,75.56
2017-01-25,16:46:27,-2.1,-5.6,11.8,77.23
2017-01-25,16:46:28,-2.1,-5.6,11.9,77.23
2017-01-25,16:46:29,-2.1,-5.6,11.9,77.23
2017-01-25,16:46:30,-2.1,-4.0,11.9,87.0
2017-01-25,16:46:31,-2.1,-4.0,11.8,87.0
2017-01-25,16:46:32,-2.1,-5.6,11.9,77.23
2017-01-25,16:46:33,-2.1,-4.0,11.9,87.0
2017-01-25,16:46:34,-1.8,-5.6,11.9,75.56
2017-01-25,16:46:35,-1.8,-4.0,11.8,85.12
2017-01-25,16:46:36,-2.1,-5.6,11.9,77.23
2017-01-25,16:46:37,-2.1,-5.6,11.9,77.23
2017-01-25,16:46:38,-1.8,-5.6,12.0,75.56
2017-01-25,16:46:39,-2.1,-5.6,11.9,77.23
2017-01-25,16:46:40,-2.1,-5.6,12.0,77.23
2017-01-25,16:46:41,-1.8,-4.0,12.0,85.12
2017-01-25,16:46:42,-2.1,-4.0,12.1,87.0
2017-01-25,16:46:43,-1.8,-4.0,12.1,85.12
2017-01-25,16:46:44,-1.8,-4.0,12.2,85.12
2017-01-25,16:46:45,-2.1,-4.0,12.2,87.0
2017-01-25,16:46:46,-2.1,-4.0,12.3,87.0
2017-01-25,16:46:47,-1.8,-4.0,12.3,85.12
2017-01-25,16:46:48,-1.8,-5.6,12.3,75.56
2017-01-25,16:46:49,-1.8,-4.0,12.3,85.12
2017-01-25,16:46:50,-2.1,-5.6,12.4,77.23
2017-01-25,16:46:51,-2.1,-5.6,12.4,77.23
2017-01-25,16:46:52,-1.8,-4.0,12.4,85.12
2017-01-25,16:46:53,-1.8,-5.6,12.4,75.56
2017-01-25,16:46:54,-1.8,-4.0,12.4,85.12
2017-01-25,16:46:55,-1.8,-5.6,12.4,75.56
2017-01-25,16:46:56,-1.8,-4.0,12.5,85.12
2017-01-25,16:46:57,-1.8,-5.6,12.4,75.56
2017-01-25,16:46:58,-1.8,-5.6,12.5,75.56
2017-01-25,16:46:59,-2.1,-5.6,12.6,77.23
2017-01-25,16:47:00,-2.1,-4.0,12.5,87.0
2017-01-25,16:47:01,-1.8,-4.0,12.6,85.12
2017-01-25,16:47:02,-2.1,-4.0,12.6,87.0
